"iteration","corr_AB","corr_AB_shuf"
91,0.37844381317352,0.465325306292136
92,0.379095709214255,0.121462716148725
93,0.261705618849346,-0.464719275895812
94,0.454158926452241,0.151546407922611
95,0.50490637819944,-0.25507284690076
96,0.421244221123693,0.370230540800537
97,0.297031131575493,-0.363794110277269
98,0.295069798649541,0.252145601353505
99,0.548250716368056,-0.215051605817688
100,0.253827764259035,-0.0294798280219956
101,0.169533696131492,0.00568875889381795
102,0.398591240312758,-0.462495043081758
103,0.321907997985003,-0.359249845644361
104,-0.0336813524180369,0.0847360997950141
105,0.417979179332776,-0.549937285722483
106,0.227485350253224,-0.248147588392162
107,0.602768909281853,-0.517718368434367
108,0.337515647799083,-0.216598322330481
109,0.611574654001552,0.127093658198313
110,-0.225888862037895,-0.0195726617760597
111,0.479190925212756,-0.10418712842264
112,0.444097970662441,-0.109582015046786
113,0.296943211126438,0.469267378400676
114,0.0993952753567191,-0.247745527928051
115,0.347729970427091,-0.2020119116935
116,0.550888808082045,-0.474124238162025
117,0.358945352198739,-0.194114760823896
118,0.390228879657807,-0.0255588233888623
119,0.16001898629748,-0.455576450825115
120,0.450547808358641,-0.0166242713438449
121,0.152610870389803,0.427165340574105
122,0.314450786376189,-0.25110731379762
123,0.370110367953676,0.17359364823039
124,0.615213691709183,0.0824228106867949
125,0.564010407816735,0.168481209036973
126,0.0931571935657516,0.285309420085714
127,0.578726042061891,0.192838376711843
128,0.237902138310846,-0.118259330681062
129,0.505386745697468,-0.171189420907732
130,0.25560453333351,0.167706647873676
131,0.583660738137375,0.101429318313545
132,0.15950119075257,0.232068325042378
133,0.226585378992851,0.225567127426987
134,0.575832027872124,0.098870943804996
135,0.329425072076992,0.0921462054048658
136,0.66239951091656,0.102432782036634
137,0.166289259044788,-0.147974576394849
138,0.475879357748803,-0.154514709784726
139,0.394127348294003,0.0385569292532316
140,0.00281721902425479,-0.0307421168544987
141,0.00201794811323189,-0.0453695386084662
142,0.555926366572056,-0.584136409377502
143,0.144997072375056,0.353207094996182
144,-0.0224026300088449,-0.296247111003469
145,0.604256228562677,0.195112469184629
146,-0.063979155658008,-0.10211589885831
147,0.100505617659822,-0.0792098757214543
148,0.462409757656418,-0.0550726582530743
149,0.484965368940275,-0.550435154311674
150,0.163371119737407,-0.0136254123022214
151,0.261711916592236,-0.292041517591998
152,0.625327384929238,-0.129277294623919
153,0.218039328621006,-0.360210515214063
154,0.619434432353375,-0.0432625334839308
155,0.773314614862985,-0.0460563079387552
156,0.542945145653291,-0.457337885023829
157,0.485114376511327,-0.077805905863854
158,0.258724247329915,0.455879499765285
159,0.268461404582833,-0.0998721731576644
160,0.241761633931009,-0.302981859491935
161,-0.0105564105248,0.0715752143881759
162,0.573101977017857,0.229873999869869
163,0.436259966917507,0.257697452278369
164,0.686921466820823,0.0659966072134435
165,0.0324011952267315,0.000666918881629684
166,0.349374000336407,-0.359536035522192
167,0.592390874756032,-0.304575654206164
168,0.363867774606473,0.114553971220188
169,0.432299035638832,0.175554251401831
170,0.079300750731171,0.57415228356169
171,0.263828327920301,0.126059273178308
172,0.109707922711434,0.15283336813669
173,0.576100475341149,-0.262886486342215
174,0.413038361203162,0.34455043356027
175,0.563251441316838,0.525657526045978
176,0.372757203970925,0.15529197275108
177,-0.00219241958316375,-0.050177846360002
178,0.309570084824608,-0.135513557732497
179,-0.0679449909087402,-0.196612258556147
180,0.393172931320135,0.21595429695219
181,0.105773523686757,0.681471965369016
182,0.467786257997137,-0.187309959303122
183,0.062237723080551,-0.138613188849564
184,0.441068042240279,0.269388243038884
185,-0.104681695314538,-0.16430809295401
186,0.524493035798074,-0.187927734381291
187,0.735808820070709,-0.345628642664785
188,0.492932195415255,0.0752041455709858
189,0.187888397462969,0.0879431083922279
190,0.478001150713599,0.152596936927192
191,0.476648063190012,-0.0186028715368998
192,0.518516064786876,0.26172243323403
193,0.698129312895226,-0.0996254974260825
194,0.0268878577304595,0.415083666481804
195,0.110724888856066,0.362965871622274
196,0.385369568010471,-0.575631248689094
197,0.0564752711128052,0.151595565517552
198,0.495884578526515,0.0967775611777512
199,0.0547442024022607,-0.388147238981584
200,0.624417582289197,0.234528709231666
201,0.236909763417455,-0.405626942849912
202,0.37512118805944,0.475735644504575
203,0.310128696669286,0.170683160602864
204,0.463853541082793,-0.529415060964455
205,0.234873579294243,-0.185623118918009
206,0.369616633678904,0.40270039878973
207,-0.312377142636499,0.0362570373473066
208,0.32684715357514,-0.097535134992257
209,0.684971406996249,0.475172084958995
210,-0.0604888442923179,-0.0209889637515939
211,0.156051726686237,-0.623579949712617
212,0.238936393027065,-0.0442614271235586
213,0.0623617837262943,-0.0190963323927988
214,0.132045396131293,-0.232840486951246
215,0.61313553871405,0.260888538716293
216,0.122049573773598,0.0409330552309781
217,0.211790906298263,-0.286348039563067
218,0.531542731397914,-0.24993498595632
219,0.254503398603516,0.041827340674439
220,0.220637212724697,-0.452768330852223
221,0.564438949500473,-0.357352880645875
222,0.373316637698435,0.256034396868234
223,0.050292552015768,0.112236687214867
224,0.442736161698702,-0.299134177633226
225,0.538597769646356,-0.380292616795457
226,0.407231445348846,0.186979240834883
227,0.339106579472504,0.0112361192290803
228,0.469759893947648,-0.0672713581020942
229,0.25948860684653,0.301035819008381
230,0.15170770474311,0.323642581019748
231,0.563014050426056,-0.00410079601342318
232,0.470140730441154,0.404249863885891
233,0.629371954239091,-0.304949918055038
234,0.615580250964724,0.582296902338659
235,0.13747662240897,-0.115996449920707
236,0.354523955342469,-0.0259909046014449
237,0.675957569676088,-0.147709801445022
238,0.271306688939107,-0.415184353820696
239,0.514288892726496,-0.58757830321579
240,0.160061963600907,0.019429138195477
241,0.493047199099821,-0.305354171203535
242,0.839759445659134,-0.373212313955043
243,0.372048180142581,-0.20955399843644
244,0.362952792644282,-0.147913972856817
245,0.513402578100954,0.135605058038188
246,0.241322670798888,-0.349429865794662
247,0.737056337789744,-0.307948469028966
248,0.207370040751009,0.423691161285267
249,0.108976634042478,-0.0912933652525668
250,0.360587318613088,-0.121370731012628
251,0.216948302411367,0.331549590902066
252,0.548644948282098,0.182235430498752
253,0.358530513294361,-0.433855435629914
254,0.455310026172379,0.2874968741048
255,0.46544181687213,0.154427625952837
256,0.360981257413564,0.0347541374988916
257,0.57450529447175,-0.322761488350659
258,0.358703121972906,-0.071300553711047
259,0.347356979834171,0.449502861157926
260,0.0905288246058776,0.662754532713524
261,0.629508221058326,-0.336956069351196
262,0.64611364279029,0.617268332822834
263,0.550906616236759,-0.174045427755073
264,0.226845585047446,-0.196130108552714
265,0.551258000750226,-0.192204686022267
266,0.212932127116583,-0.0492784646925899
267,0.400050995738659,-0.405174801523807
268,0.435342319572477,-0.332433060790673
269,0.465993005411787,0.457977935052696
270,0.471773607053323,-0.0293400758160147
271,0.135898192157791,0.187896823832155
272,0.397254742108308,-0.279417242185067
273,0.298400075461661,-0.429612320844966
274,0.2666413931808,-0.311083873446176
275,0.49373246271386,-0.490552564929092
276,0.26123665535583,0.25729976428663
277,0.407390808371318,0.288589797701951
278,0.216872359862896,0.480530372166911
279,0.197137799493668,-0.427982127841552
280,0.310930250660935,-0.0569619987887943
281,0.560065177319396,0.00913839606981661
282,0.249768324691487,-0.416349671021947
283,0.402322573484743,-0.246956214369199
284,0.28642111680081,-0.565636840982879
285,0.426923414208756,-0.478257658058698
286,0.648329059620146,0.0130421928684672
287,0.632187841017378,-0.196283258260236
288,0.186296722176443,-0.0335433966154146
289,0.147428793961439,0.27893809183839
290,0.0426809173606705,0.200814004820498
291,0.429842453589391,-0.196216412785074
292,0.451214595835393,-0.077939267845169
293,0.666802718946505,0.324551046935175
294,0.394802791415046,-0.124715269797756
295,0.697914850616791,0.0811328457709745
296,0.0838836317917612,0.106820045625342
297,0.141464682250636,-0.208612207114424
298,0.373567869119972,-0.321691189937228
299,0.325899518758684,-0.437628476596105
300,0.438954165712343,-0.274752644625365
301,0.178022281936676,0.168519870438613
302,0.293660015102551,0.183430040541321
303,0.0631769273108016,-0.696062623617806
304,0.25777036224785,-0.19383098652946
305,0.42845203119677,-0.412895727546479
306,0.0641454045371844,-0.373302502484022
307,0.35565095313947,-0.157659501947185
308,0.337190139910672,-0.182616734036244
309,0.342891552732191,0.417818741762088
310,0.417939577912454,-0.326029064811724
311,0.749459581561778,-0.00760829627499205
312,0.549065437360297,-0.125730332110735
313,0.289580663172314,0.421199032969828
314,0.367497136590116,-0.279472612139252
315,0.616697576662919,-0.0107971973533587
316,0.184610847564207,-0.181819729458619
317,0.160684979046742,-0.060089207808803
318,0.0333121382087399,-0.345640656491475
319,0.467433569097093,-0.311425918058213
320,0.594667446334688,0.171168619275463
321,0.515500205160942,-0.245381898773191
322,0.158627189126085,0.268793931449244
323,0.247175081744821,0.293038776424386
324,0.366495927869856,-0.171659961095555
325,0.268714946215151,-0.324351433016198
326,0.379272418072419,-0.593293284407361
327,0.333979298534457,-0.263829209687265
328,0.2355622067619,0.239148716441434
329,0.6060334498691,-0.0748089186549698
330,0.240992012210543,-0.447013297728427
331,0.417679182466325,0.0755826251752457
332,0.60468799229498,-0.184188935888882
333,0.0625694339762256,-0.166335727118022
334,0.174383025537097,-0.0611175074558654
335,0.130505972692708,0.206230309221356
336,0.240710581060525,0.531633121018238
337,0.259721037663003,0.0689698008684129
338,0.238798695912601,-0.195329395379115
339,-0.0187561490561852,0.0948806586393957
340,0.15896601898979,0.263785723105791
341,0.699882304223561,-0.571850958157831
342,0.117687644488065,0.271296401465677
343,0.329202173112666,-0.0987431207446709
344,0.418139172278219,0.138895330153663
345,0.528351824680837,-0.273462788695991
346,0.145238700930286,-0.307415325029901
347,0.152733560211171,-0.251869822140403
348,0.312639419088735,0.110775771611458
349,0.422221333854036,-0.286202840245372
350,0.693177724099525,-0.390715196196644
351,0.280836645231998,-0.288071830749444
352,0.19814479093193,0.0391379448842976
353,0.662847219035011,-0.345023624863597
354,0.456967747082093,-0.270607835773523
355,0.411044744422767,-0.353812110150532
356,0.245097617083308,-0.328256546853916
357,0.332117756280842,-0.436368436045567
358,0.343640532930225,-0.597221095617191
359,0.716177889608436,-0.259245613692066
360,0.40487376810218,0.617304749613698
361,0.0232170723837905,0.247544853596887
362,0.147147650066788,0.14386390194143
363,0.13965879279686,0.100534590021093
364,-0.0314894751041241,0.179525065354788
365,0.359794098922798,-0.249860704747893
366,0.401018462610397,0.214311159959011
367,0.326287892585841,0.335938716794004
368,0.307436368392146,-0.369400802399073
369,0.583193183717507,-0.312883840611771
370,0.363302284216373,0.0139805286591729
371,0.380945491724692,0.441544627284359
372,0.529085764060046,-0.412748680973761
373,0.0771204646781783,0.162929136481814
374,0.217938192923781,-0.531989944978698
375,-0.304564853131799,-0.423145764720855
376,0.372659283248489,0.155751612984116
377,0.281338087472406,-0.144279724578152
378,0.381485253705481,0.753197630101651
379,0.486020119472817,-0.0406200561300884
380,0.544313184503428,-0.296048373861251
381,0.240005836657359,-0.0774015823766665
382,0.398695820785054,-0.684637494160974
383,0.646091503381846,-0.0718324053466599
384,0.585994626649853,0.0630472980739764
385,0.535254558079642,0.330986388607861
386,0.426244425818152,0.0939551170367937
387,0.437309517220406,0.0946168008997169
388,0.438424957856962,0.511866497931212
389,0.176967859749687,0.250270390177599
390,0.688956862734531,-0.0061830388981342
391,-0.116820577759239,0.244330626417812
392,0.577607067166045,-0.475985673800375
393,0.215978689488044,-0.186509164125732
394,0.311628805774703,0.154972998220329
395,0.150821409374012,-0.332325588033174
396,0.52222055180823,-0.397863838727253
397,0.120558090379845,0.296538220333737
398,0.458560648499647,-0.0663787416773395
399,0.223776946993572,0.214403428703128
400,0.345915374698687,0.512227957637296
401,0.338561712073354,0.331203249629117
402,0.323458856494967,-0.0516622145193833
403,0.534830938580546,-0.167540508664384
404,0.204477389095001,0.326923805067778
405,0.19935863601627,-0.20840406390014
406,0.395786530194775,-0.248677817349923
407,0.253383447668247,0.625482120192896
408,0.412455693006012,0.238578392615144
409,0.255678525158654,0.105670232142329
410,0.247372466404377,0.0544731308989235
411,-0.188699448856537,-0.624767548529214
412,0.0189756508277829,-0.0957487389505823
413,0.40909376678363,-0.199219174469933
414,0.0304069539832617,0.455584285070626
415,0.518673100745777,-0.758537930244793
416,0.382252976395464,0.00982318188472747
417,0.418402518803487,0.208098683549809
418,0.374044572136252,0.179610844392443
419,0.591515158775419,-0.23254696573954
420,0.440731783481916,-0.22300416513714
421,0.247345221362446,0.518465506731661
422,0.562621628792999,-0.579023976693217
423,0.345710421598617,-0.312221431523254
424,0.498037284299986,-0.0380758059841795
425,0.185793758678918,-0.713660011313988
426,0.176077009060995,0.521937431124255
427,0.460921297588216,-0.0779738242835678
428,-0.00764230867027305,0.535891009300073
429,0.607503011629433,0.645651798385741
430,0.306053485330722,0.122839047156691
431,0.340032150700669,-0.422827307283779
432,0.368510560747052,-0.387170601551731
433,0.618841231875396,-0.435434930327077
434,0.3154851491701,-0.381924254242575
435,0.193646401265865,0.385980543053629
436,0.745545234819948,0.167632505191458
437,0.361633965889586,0.158369299757705
438,0.25973267414015,0.232936709818988
439,0.310060322660518,0.0607874557669428
440,0.359967441519892,-0.0388464369333201
441,0.164502555369217,-0.304997032157562
442,-0.0084371309511779,0.0041705991023305
443,0.382672414864379,0.193362820296014
444,0.176957102306653,-0.606472016760064
445,0.209783964598645,0.159985053496474
446,0.251237228042002,0.161867845186692
447,0.0298657851812792,-0.306222601480829
448,0.295400551862014,-0.115288248477586
449,0.725115610409693,-0.412666599657681
450,-0.117772204164902,-0.471774346418727
451,0.28877071953142,0.0151150217732332
452,0.587483473375144,0.114202944565331
453,0.168146818407347,0.357335625157264
454,0.324789002689618,0.0430612995521254
455,-0.181812961186725,-0.29121655649324
456,0.275566204458915,-0.373159647298828
457,0.481723210139489,0.265430520196477
458,0.524228522467804,-0.0784016610779732
459,-0.0641350031732761,-0.176919132545041
460,0.35142139310061,0.0636049378792973
461,0.414048730578511,-0.467428589895109
462,0.569278808752001,0.141823281075756
463,0.251581135597181,0.0976491665618281
464,0.359453079531326,-0.068086491024274
465,0.270863685729496,0.209774430740081
466,0.26066352061352,-0.361805530979022
467,0.424446698694296,0.00263246790433642
468,-0.000358073118487646,-0.336964052954451
469,-0.113005515737392,0.224212019450727
470,0.405475983089283,-0.0243014468673695
471,0.107574891067049,0.0257497354993945
472,0.288288370785444,0.0614270549002732
473,0.602294447428685,-0.207444391991247
474,0.401945673187914,-0.0962775339296373
475,0.280160532272508,-0.138517522713835
476,0.305528755570973,0.106962386024407
477,0.213879822153486,0.363446822302489
478,0.120093364483735,0.333930228015658
479,-0.0380202437361005,-0.589173520913656
480,0.432453479240478,0.0697616651173614
481,0.20316424472989,-0.261184995262969
482,0.186393730329166,-0.0997179277702647
483,0.123467479049043,-0.0182890231301501
484,0.483355784704099,-0.059883546530336
485,0.393958693164514,-0.356591288616352
486,-0.00230493814210452,-0.298164653625585
487,0.801336217300004,0.220296750059799
488,0.399578524470892,-0.125713555167075
489,0.35902324469308,0.138372168141284
490,0.550744694764456,-0.0052748297331517
491,0.306601019533438,-0.295001348059067
492,0.264377886269941,-0.388658152184778
493,0.285656995790608,-0.330505953371835
494,0.547954037893135,0.316487719338106
495,0.296792350540668,0.416961115499476
496,0.33533595306223,-0.192603327257127
497,0.257889021254506,-0.0209065366643207
498,0.519618642447473,-0.155846046075097
499,0.172786289784934,0.151473360059781
500,-0.12258318347572,0.0189703758336279
501,0.612762098513661,-0.283599427689529
502,0.490553649909413,0.414595778786623
503,0.470532163377111,-0.0536822433847471
504,-0.152334962253026,-0.174488818304778
505,0.568988302542682,0.330797647774439
506,0.066027347171239,0.221519210663463
507,0.634213751335418,0.536553692554729
508,0.659970094413649,0.297599702187634
509,0.273057414904577,-0.166920678491436
510,0.486829203316288,0.175328997299193
511,0.455847733015489,0.105403123200639
512,0.587035468705183,0.0781875883683422
513,0.218768018536156,-0.365585116128726
514,0.012189482036177,-0.272541692882931
515,0.541577236852755,-0.048052090150405
516,-0.0754444382393864,0.00845038093168769
517,0.213369336827101,-0.198270515850259
518,0.543896757479255,-0.197430544316154
519,0.531760677184296,-0.126503970221909
520,0.410226398843952,0.127914940256073
521,0.0617602144665094,0.460993278308007
522,0.144921480127105,-0.112855798684242
523,0.390991401765044,0.737453445927983
524,0.510858385537988,0.115450957558952
525,0.624231839088139,-0.289431279429376
526,0.456309365142018,-0.177312525970616
527,0.569238859723149,0.340695729428142
528,0.465271591257263,0.139663210456765
529,0.515549084180424,-0.177634408478681
530,0.240743017319131,-0.11480823823351
531,0.717730074350898,0.229207098896399
532,0.216524159288475,0.179322593643983
533,0.333273259296908,-0.362429641997828
534,0.469990483420072,-0.379747858826129
535,0.122996198990587,-0.175609470361575
536,0.592473385300328,0.021161947808839
537,0.64398038355269,-0.110844147783471
538,0.524623131447941,0.216518686649064
539,0.616087610449649,0.262308931854049
540,0.274888781112166,0.455115695233059
541,0.437286741842685,0.623110253333599
542,0.587778605717967,-0.460081402703944
543,0.619709844605144,0.23949327904428
544,0.350657798271073,0.0358355840556193
545,0.450541256597357,-0.446992047722194
546,0.282055693373613,-0.0775917666679104
547,0.576955329453961,-0.133259026484448
548,0.608570861491528,0.115425482231027
549,0.407424808184593,-0.23436290789382
550,0.201964643718697,0.154151660602896
551,0.559046821455092,0.359221679398126
552,0.317486303404456,0.0596769210394317
553,0.0786235661000017,0.0348852555341327
554,0.553605338190586,0.282651983282476
555,0.256440154854896,0.182126538932351
556,0.430951541004676,0.020790205716404
557,0.449593896514895,-0.093936475310345
558,0.433112538662861,0.471474553877324
559,0.651826962111732,0.121640874979817
560,0.0553050070338995,0.282699906143969
561,0.268460491488442,-0.28589419396353
562,0.229538265819612,0.753754297088555
563,-0.0268387505685447,0.133717068162066
564,-0.017680856404914,0.379562945614599
565,-0.18469980039195,0.166229968623596
566,0.294307301307203,-0.696014301433455
567,0.359851153848163,0.197704978731407
568,0.45142993274004,-0.318771778250433
569,0.533571246960374,-0.274584977929163
570,0.236728748780182,0.0789000065934589
571,0.304019960318412,-0.0648200078134639
572,0.199849911178873,0.165863645068584
573,0.452251698687209,-0.0777696766442568
574,0.102158601201021,0.109442219458576
575,0.412815658164989,0.0302747880525221
576,0.246806218466665,0.177017931933037
577,0.236088951172315,-0.138136746858337
578,0.232541847773254,-0.189574493548258
579,0.478495890567516,-0.359169779651941
580,0.436121458860986,0.112177905860727
581,0.387503082162228,0.130980302947763
582,0.483961915627954,0.300305527915152
583,0.0835753660239696,-0.00614241916048765
584,0.412315549559415,-0.263224084436464
585,0.133300250442166,0.130112345106374
586,0.203769907265373,0.0102686814658707
587,0.448791221265294,-0.445294193916218
588,0.650892464484195,-0.0183772532444285
589,0.198090068395343,0.0355762438252346
590,0.374772611935358,0.129166114494882
591,0.452555815018106,0.0973723549325931
592,0.466504145985058,-0.0279223300568509
593,0.553035394543799,-0.464971234068883
594,0.546611207467829,0.0614521203866836
595,0.579881328945759,0.171805982291959
596,0.363835935372876,-0.112655082857718
597,0.223127050136735,0.051789700165234
598,0.400518578213585,0.222596873556834
599,0.287395153822312,0.20535431464287
600,-0.042701924818414,-0.0644948471805632
601,0.282477182280608,0.0443120511126273
602,0.298969279756536,-0.0369557765051035
603,0.731715595364216,-0.135180218554905
604,0.386700991103105,-0.336299704215908
605,0.274096643117022,-0.0442164824003863
606,0.53819352042289,-0.284860471578893
607,0.324839000570331,-0.178809148111009
608,0.0842525629305672,0.415653928639161
609,0.167818706647915,-0.60178346685817
610,0.369625602385244,0.260614554760808
611,0.509026627330372,-0.146301954996758
612,0.657643652719075,0.0289368750788388
613,0.486332563643862,0.153289816819833
614,0.356785081550551,0.0315209299654624
615,0.234218167599501,-0.0425424349483701
616,0.547748690312124,0.00032280899863934
617,0.245875635004,-0.478986925218292
618,0.506691032089824,0.206006991518012
619,-0.031372072964527,-0.228192900126697
620,0.404894233491742,0.243607736807164
621,0.369490134855246,-0.545419159312636
622,0.63703252613876,-0.443466695880019
623,0.110125669781407,-0.18862642684566
624,-0.108568399423079,0.256914845889575
625,0.471563937476545,-0.0597665784261384
626,0.364608089928032,-0.229653814169332
627,0.491240384860097,-0.632549122346482
628,0.428134519239099,-0.106408883358006
629,0.550811465113647,0.205759448099557
630,0.329798390459174,-0.454267180040023
631,0.396911371677869,-0.582774313019038
632,0.361474439653284,0.223849142305165
633,0.470243044400549,0.20581036073169
634,0.412920421198652,-0.107239898116772
635,0.285373001824789,0.135257916053137
636,0.390955498266276,-0.406793569648401
637,0.105563427690944,0.0955836246064126
638,0.399213815989281,0.11151229548442
639,0.15853561765452,0.447613613324892
640,0.379997039667107,0.448016872635105
641,0.514881154089683,0.275770483521711
642,0.102962617321474,0.547890393455335
643,-0.0119934951064917,0.190409264098597
644,0.407637617447016,-0.0998183318197823
645,0.178091037422532,0.111004302029995
646,0.457050877815786,0.302129314021786
647,0.369134436796919,-0.409961775185878
648,-0.121633883038242,0.00823509033219538
649,0.332152475725291,-0.597416161517722
650,0.00450045086613781,-0.54754298534821
651,0.10174734388862,0.0477492728794604
652,0.142838973140558,-0.549559531782139
653,0.285751548783497,0.271009551648523
654,0.108430421140772,-0.720652276339932
655,0.282272391331217,0.179659131500761
656,0.0100931721882525,-0.0686985151373269
657,0.650213505352279,0.480001115085927
658,0.0514014066367811,0.166744798284096
659,0.58607494329009,-0.0162177461620831
660,0.209020716317884,-0.0830691374421198
661,0.483970551332969,-0.0293751497314695
662,0.493333043338919,-0.393737864285638
663,0.333268767301139,-0.208477318721311
664,0.255846076221201,0.548534104053205
665,0.271152300408123,0.089795283029539
666,0.40241572527322,0.348296634559748
667,0.301059702665612,0.125423759813414
668,-0.00894236749890258,-0.110207092378006
669,0.456878045697173,-0.326782018232604
670,0.256538761024386,0.151461678979239
671,0.457452952895072,-0.258626625969829
672,0.143763718114538,-0.460483456219425
673,0.735986059494096,0.0971306876830206
674,0.553687811174574,0.384379300908894
675,0.141884871752663,-0.0566992156746477
676,0.548886053463303,-0.235505624750943
677,0.359109015835085,-0.605889633344979
678,0.34223935002411,-0.362183455863657
679,0.494902549030411,-0.139778330675817
680,0.306687195565236,-0.125383005281909
681,0.608860562621058,0.219028861880321
682,0.342622733374414,-0.495872876851227
683,0.475678881784446,0.319468026159501
684,0.103983410529981,0.396017036127473
685,0.266410516799946,0.0730636523553293
686,0.420985758602388,0.0328367391503532
687,0.688708231741867,0.188214305537814
688,0.356044875686782,-0.387236749397228
689,-0.0078227400606257,0.447637370094512
690,-0.0683160363545613,-0.255776657978297
691,0.0933265652111134,0.016088477275137
692,0.327294227266215,0.176580732855505
693,0.441519353484586,-0.127392610047463
694,0.216648768065793,0.136428253027919
695,0.316742117966209,0.484199347254747
696,0.146154892836337,0.102197512968414
697,0.176551380533424,-0.380203497202575
698,0.409628690707178,-0.476875605582094
699,0.362590962413339,-0.193397126652167
700,0.58006463235412,-0.311666881656445
701,0.624615781268851,0.370255469749505
702,0.537977481995893,0.249596943527859
703,0.348486060195072,0.23645556226693
704,0.268061807334945,0.415801487539799
705,0.116971598420259,-0.259910934557521
706,0.11688222679527,-0.371748273663355
707,0.520233650723949,0.288947488306116
708,0.496124965611362,-0.335477586260956
709,0.532131410909768,0.22831559303755
710,0.355889980439165,0.212738281911843
711,0.399287255456835,0.161006479795209
712,0.817237016902375,-0.272180273414485
713,0.399626768315009,0.0504787241238652
714,0.0606088749122806,0.407229864606049
715,0.563268500173956,0.038316167912942
716,0.498013549236949,-0.183877297574919
717,0.653563700217276,-0.139316970305001
718,0.0118090324209518,0.582080192680411
719,0.637738881205002,-0.047564293004076
720,0.441413417346761,-0.149398335937399
721,0.524760509796601,-0.0426692895616738
722,0.271107273267263,-0.292427145061401
723,0.607910480952832,0.0974794812148089
724,0.551651956263884,-0.00827744447235715
725,0.703590328870518,0.0199223419623412
726,0.14536671182346,0.0662583403917892
727,0.403145444293886,0.204232271327349
728,0.100038381824786,-0.446211625332866
729,0.244378611296825,-0.402649693887712
730,0.401335533984121,-0.44334535570467
731,0.487851772790099,0.375337284390091
732,0.31116730033328,-0.190724904840704
733,0.345745379620686,0.00636901264577943
734,0.127014439261019,0.192201777650002
735,0.366971712070661,-0.536801460595362
736,0.163308909040046,0.117017658814532
737,0.12915648044586,-0.0211065792733314
738,0.263267051238501,0.359813627048436
739,0.0938101914195724,-0.195685335018688
