workerid,button_order,code,condition,first_talker,order,repVoice,repeated,rt,talker,correct,lag,case,d_repVoice,rc_order,rc_lag,duration,rc_dur
7251,OLD_NEW,BEL_1719_GARDEN,Divided,NONE,1,NONE,FALSE,278,PM01,1,NA,correct_rejection,-0.076031623,-0.500159514,NA,1.8086875,0.003263884
7251,OLD_NEW,BEL_1723_BROKEN,Divided,PF02,2,SAME,TRUE,476,PF02,0,8,miss,0.071955487,-0.484286498,-0.427875294,2.051458333,0.153761107
7251,OLD_NEW,BEL_0419_SONGS,Divided,NONE,3,NONE,FALSE,2623,PF02,0,NA,false_alarm,-0.076031623,-0.468413482,NA,2.445020833,0.39773631
7251,OLD_NEW,BEL_0111_ALIVE,Divided,NONE,4,NONE,FALSE,815,PF01,1,NA,correct_rejection,-0.076031623,-0.452540467,NA,1.919875,0.072190656
7251,OLD_NEW,BEL_1524_TODAY,Divided,NONE,5,NONE,FALSE,348,PM02,0,NA,false_alarm,-0.076031623,-0.436667451,NA,1.329791667,-0.293610713
7251,OLD_NEW,BEL_1009_EXAM,Divided,PF01,6,DIFF,TRUE,286,PM02,1,37,hit,0.552872595,-0.420794435,-0.119364656,1.746645833,-0.035196662
7251,OLD_NEW,BEL_1507_HELP,Divided,NONE,7,NONE,FALSE,471,PM02,0,NA,false_alarm,-0.076031623,-0.404921419,NA,1.4300625,-0.231451343
7251,OLD_NEW,BEL_1222_YEAR,Divided,NONE,8,NONE,FALSE,474,PF01,0,NA,false_alarm,-0.076031623,-0.389048403,NA,1.964104167,0.099608969
7251,OLD_NEW,BEL_0220_CRUEL,Divided,NONE,9,NONE,FALSE,576,PM01,1,NA,correct_rejection,-0.076031623,-0.373175387,NA,2.584895833,0.484446888
7251,OLD_NEW,BEL_0613_FLOOR,Divided,PF01,10,SAME,TRUE,316,PF01,1,12,hit,0.071955487,-0.357302371,-0.385322103,1.5979375,-0.127383153
7251,OLD_NEW,BEL_1509_LUNCH,Divided,NONE,11,NONE,FALSE,49,PF02,0,NA,false_alarm,-0.076031623,-0.341429355,NA,2.1610625,0.221706348
7251,OLD_NEW,BEL_0322_MORNING,Divided,PF02,12,DIFF,TRUE,520,PM01,0,26,miss,0.552872595,-0.32555634,-0.236385933,1.684458333,-0.073747611
7251,OLD_NEW,BEL_1616_BANANAS,Divided,NONE,13,NONE,FALSE,257,PF02,0,NA,false_alarm,-0.076031623,-0.309683324,NA,1.906208333,0.063718488
7251,OLD_NEW,BEL_0114_SALT,Divided,PF01,14,DIFF,TRUE,582,PF02,0,37,miss,0.552872595,-0.293810308,-0.119364656,1.584916667,-0.135454959
7251,OLD_NEW,BEL_0120_TOYS,Divided,NONE,15,NONE,FALSE,1554,PM01,1,NA,correct_rejection,-0.076031623,-0.277937292,NA,1.904083333,0.062401169
7251,OLD_NEW,BEL_1523_PAN,Divided,NONE,16,NONE,FALSE,285,PF01,0,NA,false_alarm,-0.076031623,-0.262064276,NA,1.888895833,0.052986213
7251,OLD_NEW,BEL_0402_DAUGHTER,Divided,NONE,17,NONE,FALSE,1498,PM02,1,NA,correct_rejection,-0.076031623,-0.24619126,NA,1.546479167,-0.159282933
7251,OLD_NEW,BEL_1304_PROJECT,Divided,NONE,18,NONE,FALSE,157,PM01,0,NA,false_alarm,-0.076031623,-0.230318244,NA,1.980083333,0.109514691
7251,OLD_NEW,BEL_0811_CLOSE,Divided,PM02,19,SAME,TRUE,307,PM02,1,47,hit,0.071955487,-0.214445228,-0.012981677,1.594020833,-0.129811152
7251,OLD_NEW,BEL_0904_WELL,Divided,NONE,20,NONE,FALSE,894,PF02,1,NA,correct_rejection,-0.076031623,-0.198572213,NA,1.7689375,-0.021377728
7251,OLD_NEW,BEL_1210_AIR,Divided,PF02,21,SAME,TRUE,143,PF02,1,31,hit,0.071955487,-0.182699197,-0.183194443,1.900875,0.060412276
7251,OLD_NEW,BEL_0812_CARS,Divided,NONE,22,NONE,FALSE,262,PF01,1,NA,correct_rejection,-0.076031623,-0.166826181,NA,1.731395833,-0.044650362
7251,OLD_NEW,BEL_1212_UPSET,Divided,PM02,23,DIFF,TRUE,364,PF01,1,38,hit,0.552872595,-0.150953165,-0.108726358,1.7240625,-0.049196403
7251,OLD_NEW,BEL_0103_AMAZING,Divided,NONE,24,NONE,FALSE,594,PM02,0,NA,false_alarm,-0.076031623,-0.135080149,NA,1.506541667,-0.184040779
7251,OLD_NEW,BEL_1806_MEAT,Divided,NONE,25,NONE,FALSE,439,PM02,1,NA,correct_rejection,-0.076031623,-0.119207133,NA,1.573145833,-0.142751873
7251,OLD_NEW,BEL_1211_ANGRY,Divided,NONE,26,NONE,FALSE,407,PM01,1,NA,correct_rejection,-0.076031623,-0.103334117,NA,2.353729167,0.341143258
7251,OLD_NEW,BEL_0214_STREET,Divided,PM01,27,DIFF,TRUE,1208,PM02,1,36,hit,0.552872595,-0.087461101,-0.130002954,1.211291667,-0.367070612
7251,OLD_NEW,BEL_0420_GRASS,Divided,PM02,28,DIFF,TRUE,620,PM01,1,55,hit,0.552872595,-0.071588086,0.072124706,1.53375,-0.167173931
7251,OLD_NEW,BEL_1715_MUSIC,Divided,PM02,29,SAME,TRUE,137,PM02,0,34,miss,0.071955487,-0.05571507,-0.15127955,1.45625,-0.215217325
7251,OLD_NEW,BEL_0115_HOME,Divided,PF01,30,SAME,TRUE,729,PF01,1,43,hit,0.071955487,-0.039842054,-0.055534869,1.340708333,-0.28684331
7251,OLD_NEW,BEL_1204_PATIENT,Divided,PF02,31,DIFF,TRUE,491,PF01,1,34,hit,0.552872595,-0.023969038,-0.15127955,1.637083333,-0.103116073
7251,OLD_NEW,BEL_0620_FIELD,Divided,NONE,32,NONE,FALSE,233,PF01,1,NA,correct_rejection,-0.076031623,-0.008096022,NA,1.810979167,0.004684522
7251,OLD_NEW,BEL_1313_HOURS,Divided,NONE,33,NONE,FALSE,469,PF02,1,NA,correct_rejection,-0.076031623,0.007776994,NA,2.032416667,0.141956897
7251,OLD_NEW,BEL_1108_ROOM,Divided,PF02,34,DIFF,TRUE,357,PM02,1,51,hit,0.552872595,0.02365001,0.029571514,1.5945625,-0.129475365
7251,OLD_NEW,BEL_0908_TRIP,Divided,PM01,35,SAME,TRUE,599,PM01,0,55,miss,0.071955487,0.039523026,0.072124706,1.653791667,-0.09275833
7251,OLD_NEW,BEL_0317_WINDOW,Divided,PF01,36,SAME,TRUE,257,PF01,1,62,hit,0.071955487,0.055396041,0.146592791,1.94225,0.086061249
7251,OLD_NEW,BEL_0911_SCIENCE,Divided,NONE,37,NONE,FALSE,211,PF01,0,NA,false_alarm,-0.076031623,0.071269057,NA,1.912541667,0.067644614
7251,OLD_NEW,BEL_0124_WEEKEND,Divided,NONE,38,NONE,FALSE,111,PM01,1,NA,correct_rejection,-0.076031623,0.087142073,NA,1.77725,-0.016224687
7251,OLD_NEW,BEL_0104_DANGEROUS,Divided,PF02,39,SAME,TRUE,1044,PF02,1,60,hit,0.071955487,0.103015089,0.125316195,2.195041667,0.242770535
7251,OLD_NEW,BEL_0719_ROOM,Divided,PM01,40,DIFF,TRUE,662,PF02,1,58,hit,0.552872595,0.118888105,0.104039599,1.7870625,-0.010141773
7251,OLD_NEW,BEL_1105_HOMEWORK,Divided,NONE,41,NONE,FALSE,350,PM02,0,NA,false_alarm,-0.076031623,0.134761121,NA,1.533770833,-0.167161016
7251,OLD_NEW,BEL_0204_away,Divided,NONE,42,NONE,FALSE,294,PF02,1,NA,correct_rejection,-0.076031623,0.150634137,NA,2.026395833,0.138224493
7251,OLD_NEW,BEL_1722_SALAD,Divided,PF01,43,DIFF,TRUE,600,PM01,1,51,hit,0.552872595,0.166507153,0.029571514,1.9003125,0.060063574
7251,OLD_NEW,BEL_1911_STORIES,Divided,PF01,44,SAME,TRUE,729,PF01,1,63,hit,0.071955487,0.182380168,0.157231089,2.1366875,0.206595925
7251,OLD_NEW,BEL_0617_BOX,Divided,NONE,45,NONE,FALSE,567,PF02,0,NA,false_alarm,-0.076031623,0.198253184,NA,2.058416667,0.15807468
7251,OLD_NEW,BEL_1422_MOVIE,Divided,NONE,46,NONE,FALSE,585,PM01,0,NA,false_alarm,-0.076031623,0.2141262,NA,1.809791667,0.003948373
7251,OLD_NEW,BEL_0605_BABY,Divided,PM01,47,SAME,TRUE,875,PM01,0,54,miss,0.071955487,0.229999216,0.061486408,1.727729167,-0.046923382
7251,OLD_NEW,BEL_0414_WINDOW,Divided,PM01,48,DIFF,TRUE,1949,PF01,1,48,hit,0.552872595,0.245872232,-0.002343379,1.737583333,-0.040814639
7251,OLD_NEW,BEL_1919_NEWSPAPER,Divided,PM02,49,DIFF,TRUE,2022,PF02,0,65,miss,0.552872595,0.261745248,0.178507684,2.358270833,0.343958705
7251,OLD_NEW,BEL_0619_WATER,Divided,PM01,50,SAME,TRUE,855,PM01,0,74,miss,0.071955487,0.277618264,0.274252365,2.006833333,0.126097411
7251,OLD_NEW,BEL_1311_CHAIR,Divided,PM02,51,SAME,TRUE,256,PM02,1,62,hit,0.071955487,0.29349128,0.146592791,1.6358125,-0.103903881
7251,OLD_NEW,BEL_1419_SPORTS,Divided,PM02,52,SAME,TRUE,1563,PM02,0,74,miss,0.071955487,0.309364295,0.274252365,1.420145833,-0.237598831
7251,OLD_NEW,BEL_1102_TEA,Divided,NONE,53,NONE,FALSE,364,PF01,0,NA,false_alarm,-0.076031623,0.325237311,NA,1.679083333,-0.077079653
7251,OLD_NEW,BEL_0804_EDUCATION,Divided,NONE,54,NONE,FALSE,346,PM02,1,NA,correct_rejection,-0.076031623,0.341110327,NA,1.6188125,-0.114442432
7251,OLD_NEW,BEL_0921_SCARY,Divided,NONE,55,NONE,FALSE,393,PM01,0,NA,false_alarm,-0.076031623,0.356983343,NA,1.748666667,-0.033943917
7251,OLD_NEW,BEL_1319_WATER,Divided,PF02,56,DIFF,TRUE,167,PM01,1,81,hit,0.552872595,0.372856359,0.34872045,1.807104167,0.002282352
7251,OLD_NEW,BEL_0823_PRIZE,Divided,PM01,57,DIFF,TRUE,178,PM02,1,87,hit,0.552872595,0.388729375,0.412550238,1.284520833,-0.321674771
7251,OLD_NEW,BEL_1111_LATE,Divided,PM02,58,DIFF,TRUE,781,PF02,0,59,miss,0.552872595,0.404602391,0.114677897,1.578020833,-0.139729788
7251,OLD_NEW,BEL_1322_TRUTH,Divided,NONE,59,NONE,FALSE,90,PF02,0,NA,false_alarm,-0.076031623,0.420475406,NA,1.723041667,-0.049829233
7251,OLD_NEW,BEL_0218_FRESH,Divided,PF01,60,DIFF,TRUE,191,PM02,1,64,hit,0.552872595,0.436348422,0.167869386,1.622604167,-0.112091922
7251,OLD_NEW,BEL_0423_WINE,Divided,NONE,61,NONE,FALSE,358,PF01,0,NA,false_alarm,-0.076031623,0.452221438,NA,2.062583333,0.160657659
7251,OLD_NEW,BEL_1813_HELP,Divided,PF02,62,SAME,TRUE,1071,PF02,1,91,hit,0.071955487,0.468094454,0.455103429,1.630979167,-0.106900136
7251,OLD_NEW,BEL_0216_CHILD,Divided,PM01,63,SAME,TRUE,381,PM01,0,75,miss,0.071955487,0.48396747,0.284890663,1.865833333,0.038689429
7251,OLD_NEW,BEL_1710_UGLY,Divided,NONE,64,NONE,FALSE,305,PM02,1,NA,correct_rejection,-0.076031623,0.499840486,NA,1.5536875,-0.154814381
7292,OLD_NEW,BEL_0620_FIELD,Full,NONE,1,NONE,FALSE,321,PM01,0,NA,false_alarm,-0.229884118,-0.500159514,NA,1.672,-0.081470715
7292,OLD_NEW,BEL_0103_AMAZING,Full,PF02,2,SAME,TRUE,120,PF02,0,29,miss,-0.687736049,-0.484286498,-0.204471039,2.210354167,0.252262979
7292,OLD_NEW,BEL_0920_STORIES,Full,PM02,3,SAME,TRUE,958,PM02,1,4,hit,-0.687736049,-0.468413482,-0.470428486,1.666333333,-0.084983566
7292,OLD_NEW,BEL_1222_YEAR,Full,PF01,4,DIFF,TRUE,452,PF02,1,29,hit,-0.229884118,-0.452540467,-0.204471039,1.996604167,0.119756199
7292,OLD_NEW,BEL_2023_SOON,Full,NONE,5,NONE,FALSE,310,PF01,1,NA,correct_rejection,-0.229884118,-0.436667451,NA,1.686229167,-0.072649845
7292,OLD_NEW,BEL_0613_FLOOR,Full,NONE,6,NONE,FALSE,223,PF02,1,NA,correct_rejection,-0.229884118,-0.420794435,NA,1.834729167,0.019407497
7292,OLD_NEW,BEL_1907_BED,Full,NONE,7,NONE,FALSE,238,PM02,1,NA,correct_rejection,-0.229884118,-0.404921419,NA,1.82425,0.012911307
7292,OLD_NEW,BEL_1509_LUNCH,Full,NONE,8,NONE,FALSE,438,PM01,0,NA,false_alarm,-0.229884118,-0.389048403,NA,2.023125,0.136196855
7292,OLD_NEW,BEL_0201_NDPARENTS,Full,NONE,9,NONE,FALSE,395,PM02,0,NA,false_alarm,-0.229884118,-0.373175387,NA,1.557291667,-0.152580105
7292,OLD_NEW,BEL_0218_FRESH,Full,NONE,10,NONE,FALSE,1064,PF01,1,NA,correct_rejection,-0.229884118,-0.357302371,NA,1.8931875,0.055646681
7292,OLD_NEW,BEL_1519_THEATER,Full,PF01,11,SAME,TRUE,698,PF01,0,14,miss,-0.687736049,-0.341429355,-0.364045507,1.881479167,0.048388512
7292,OLD_NEW,BEL_1319_WATER,Full,NONE,12,NONE,FALSE,776,PF02,0,NA,false_alarm,-0.229884118,-0.32555634,NA,1.971729167,0.104335819
7292,OLD_NEW,BEL_1211_ANGRY,Full,NONE,13,NONE,FALSE,698,PF01,1,NA,correct_rejection,-0.229884118,-0.309683324,NA,2.217145833,0.256473234
7292,OLD_NEW,BEL_0322_MORNING,Full,PM01,14,DIFF,TRUE,612,PF01,1,34,hit,-0.229884118,-0.293810308,-0.15127955,1.930520833,0.078790165
7292,OLD_NEW,BEL_1419_SPORTS,Full,PM02,15,DIFF,TRUE,348,PM01,0,25,miss,-0.229884118,-0.277937292,-0.247024231,1.5796875,-0.138696597
7292,OLD_NEW,BEL_0720_WATER,Full,NONE,16,NONE,FALSE,622,PF02,0,NA,false_alarm,-0.229884118,-0.262064276,NA,2.1804375,0.233717196
7292,OLD_NEW,BEL_1102_TEA,Full,NONE,17,NONE,FALSE,1663,PM02,0,NA,false_alarm,-0.229884118,-0.24619126,NA,1.39275,-0.254581913
7292,OLD_NEW,BEL_1009_EXAM,Full,PF01,18,SAME,TRUE,1242,PF01,0,25,miss,-0.687736049,-0.230318244,-0.247024231,1.956979167,0.095192077
7292,OLD_NEW,BEL_1813_HELP,Full,NONE,19,NONE,FALSE,1154,PM01,1,NA,correct_rejection,-0.229884118,-0.214445228,NA,1.750770833,-0.032639513
7292,OLD_NEW,BEL_1806_MEAT,Full,NONE,20,NONE,FALSE,551,PM02,0,NA,false_alarm,-0.229884118,-0.198572213,NA,1.573145833,-0.142751873
7292,OLD_NEW,BEL_0617_BOX,Full,PM01,21,SAME,TRUE,1040,PM01,0,40,miss,-0.687736049,-0.182699197,-0.087449762,1.796666667,-0.004188009
7292,OLD_NEW,BEL_1719_GARDEN,Full,PM02,22,SAME,TRUE,342,PM02,1,46,hit,-0.687736049,-0.166826181,-0.023619975,1.9206875,0.072694337
7292,OLD_NEW,BEL_0419_SONGS,Full,PM01,23,SAME,TRUE,354,PM01,1,23,hit,-0.687736049,-0.150953165,-0.268300826,2.109833333,0.189948631
7292,OLD_NEW,BEL_0715_MORNING,Full,PM02,24,DIFF,TRUE,468,PF01,0,46,miss,-0.229884118,-0.135080149,-0.023619975,1.722208333,-0.050345828
7292,OLD_NEW,BEL_0124_WEEKEND,Full,PF02,25,DIFF,TRUE,493,PM02,0,29,miss,-0.229884118,-0.119207133,-0.204471039,1.744125,-0.036759363
7292,OLD_NEW,BEL_0120_TOYS,Full,NONE,26,NONE,FALSE,474,PF01,0,NA,false_alarm,-0.229884118,-0.103334117,NA,2.184104167,0.235990217
7292,OLD_NEW,BEL_1707_MOUNTAIN,Full,PM02,27,SAME,TRUE,654,PM02,1,32,hit,-0.687736049,-0.087461101,-0.172556145,1.488645833,-0.19513467
7292,OLD_NEW,BEL_0204_away,Full,PM02,28,DIFF,TRUE,661,PM01,0,57,miss,-0.229884118,-0.071588086,0.093401301,1.98675,0.113647456
7292,OLD_NEW,BEL_0417_HOME,Full,NONE,29,NONE,FALSE,668,PM01,1,NA,correct_rejection,-0.229884118,-0.05571507,NA,1.5340625,-0.166980208
7292,OLD_NEW,BEL_0916_PERFORMER,Full,NONE,30,NONE,FALSE,290,PF02,0,NA,false_alarm,-0.229884118,-0.039842054,NA,2.08225,0.172849316
7292,OLD_NEW,BEL_1313_HOURS,Full,NONE,31,NONE,FALSE,438,PF01,1,NA,correct_rejection,-0.229884118,-0.023969038,NA,1.9159375,0.069749742
7292,OLD_NEW,BEL_1002_COURSES,Full,PF02,32,DIFF,TRUE,618,PM02,1,62,hit,-0.229884118,-0.008096022,0.146592791,1.640708333,-0.100868882
7292,OLD_NEW,BEL_0423_WINE,Full,NONE,33,NONE,FALSE,540,PM01,1,NA,correct_rejection,-0.229884118,0.007776994,NA,2.082333333,0.172900975
7292,OLD_NEW,BEL_0823_PRIZE,Full,NONE,34,NONE,FALSE,1589,PM02,0,NA,false_alarm,-0.229884118,0.02365001,NA,1.284520833,-0.321674771
7292,OLD_NEW,BEL_1524_TODAY,Full,PF01,35,DIFF,TRUE,365,PF02,0,56,miss,-0.229884118,0.039523026,0.082763004,1.883979167,0.049938299
7292,OLD_NEW,BEL_0908_TRIP,Full,NONE,36,NONE,FALSE,603,PF02,0,NA,false_alarm,-0.229884118,0.055396041,NA,1.728083333,-0.046703829
7292,OLD_NEW,BEL_0921_SCARY,Full,PM01,37,DIFF,TRUE,491,PM02,1,43,hit,-0.229884118,0.071269057,-0.055534869,1.553104167,-0.155175998
7292,OLD_NEW,BEL_0414_WINDOW,Full,PM02,38,SAME,TRUE,360,PM02,0,51,miss,-0.687736049,0.087142073,0.029571514,1.528979167,-0.170131441
7292,OLD_NEW,BEL_1611_SWEET,Full,NONE,39,NONE,FALSE,461,PM01,0,NA,false_alarm,-0.229884118,0.103015089,NA,1.796729167,-0.004149264
7292,OLD_NEW,BEL_1204_PATIENT,Full,PM01,40,SAME,TRUE,356,PM01,0,49,miss,-0.687736049,0.118888105,0.008294918,1.641979167,-0.100081073
7292,OLD_NEW,BEL_0619_WATER,Full,PM01,41,DIFF,TRUE,203,PF01,1,67,hit,-0.229884118,0.134761121,0.19978428,1.6820625,-0.075232823
7292,OLD_NEW,BEL_1410_THIN,Full,NONE,42,NONE,FALSE,105,PM02,0,NA,false_alarm,-0.229884118,0.150634137,NA,1.923625,0.074515336
7292,OLD_NEW,BEL_0104_DANGEROUS,Full,PF02,43,SAME,TRUE,129,PF02,0,66,miss,-0.687736049,0.166507153,0.189145982,2.195041667,0.242770535
7292,OLD_NEW,BEL_1507_HELP,Full,NONE,44,NONE,FALSE,285,PF02,1,NA,correct_rejection,-0.229884118,0.182380168,NA,1.6375,-0.102857775
7292,OLD_NEW,BEL_0904_WELL,Full,NONE,45,NONE,FALSE,236,PF01,0,NA,false_alarm,-0.229884118,0.198253184,NA,1.595708333,-0.128765046
7292,OLD_NEW,BEL_0418_WEEKEND,Full,PF02,46,DIFF,TRUE,373,PM01,0,62,miss,-0.229884118,0.2141262,0.146592791,1.868666667,0.040445854
7292,OLD_NEW,BEL_0812_CARS,Full,PF01,47,SAME,TRUE,197,PF01,0,62,miss,-0.687736049,0.229999216,0.146592791,1.731395833,-0.044650362
7292,OLD_NEW,BEL_1715_MUSIC,Full,NONE,48,NONE,FALSE,579,PF01,0,NA,false_alarm,-0.229884118,0.245872232,NA,1.603645833,-0.123844472
7292,OLD_NEW,BEL_1322_TRUTH,Full,NONE,49,NONE,FALSE,371,PM01,0,NA,false_alarm,-0.229884118,0.261745248,NA,1.7323125,-0.044082106
7292,OLD_NEW,BEL_1011_THIN,Full,PF02,50,SAME,TRUE,257,PF02,0,58,miss,-0.687736049,0.277618264,0.104039599,1.86725,0.039567642
7292,OLD_NEW,BEL_0406_PARENTS,Full,PF01,51,DIFF,TRUE,302,PF02,1,62,hit,-0.229884118,0.29349128,0.146592791,1.953208333,0.092854481
7292,OLD_NEW,BEL_1911_STORIES,Full,PM01,52,SAME,TRUE,124,PM01,0,83,miss,-0.687736049,0.309364295,0.369997046,1.856770833,0.033071452
7292,OLD_NEW,BEL_1220_STORY,Full,NONE,53,NONE,FALSE,290,PM02,0,NA,false_alarm,-0.229884118,0.325237311,NA,1.756083333,-0.029346216
7292,OLD_NEW,BEL_0804_EDUCATION,Full,PM02,54,DIFF,TRUE,293,PF02,0,71,miss,-0.229884118,0.341110327,0.242337472,2.046770833,0.150855256
7292,OLD_NEW,BEL_0220_CRUEL,Full,NONE,55,NONE,FALSE,212,PF02,1,NA,correct_rejection,-0.229884118,0.356983343,NA,2.623645833,0.508468585
7292,OLD_NEW,BEL_2009_QUESTIONS,Full,NONE,56,NONE,FALSE,236,PF01,0,NA,false_alarm,-0.229884118,0.372856359,NA,2.140604167,0.209023925
7292,OLD_NEW,BEL_1721_POOL,Full,PM01,57,DIFF,TRUE,283,PF01,1,69,hit,-0.229884118,0.388729375,0.221060876,1.519520833,-0.175994802
7292,OLD_NEW,BEL_0719_ROOM,Full,NONE,58,NONE,FALSE,328,PM02,1,NA,correct_rejection,-0.229884118,0.404602391,NA,1.494291667,-0.191634735
7292,OLD_NEW,BEL_1108_ROOM,Full,PF02,59,DIFF,TRUE,408,PM01,1,61,hit,-0.229884118,0.420475406,0.135954493,1.8924375,0.055181745
7292,OLD_NEW,BEL_1105_HOMEWORK,Full,PF01,60,DIFF,TRUE,544,PM02,0,88,miss,-0.229884118,0.436348422,0.423188535,1.533770833,-0.167161016
7292,OLD_NEW,BEL_0911_SCIENCE,Full,NONE,61,NONE,FALSE,204,PM01,0,NA,false_alarm,-0.229884118,0.452221438,NA,1.861916667,0.03626143
7292,OLD_NEW,BEL_0605_BABY,Full,NONE,62,NONE,FALSE,428,PF02,1,NA,correct_rejection,-0.229884118,0.468094454,NA,2.151104167,0.21553303
7292,OLD_NEW,BEL_0216_CHILD,Full,PF02,63,SAME,TRUE,263,PF02,0,77,miss,-0.687736049,0.48396747,0.306167259,2.106083333,0.187623951
7292,OLD_NEW,BEL_1016_ATTENTION,Full,PF01,64,SAME,TRUE,380,PF01,1,82,hit,-0.687736049,0.499840486,0.359358748,1.822333333,0.011723137
7260,OLD_NEW,BEL_1519_THEATER,Full,NONE,1,NONE,FALSE,644,PM01,1,NA,correct_rejection,0.967421566,-0.500159514,NA,1.840791667,0.02316573
7260,OLD_NEW,BEL_0617_BOX,Full,PF02,2,SAME,TRUE,448,PF02,1,2,hit,1.788213654,-0.484286498,-0.491705082,2.058416667,0.15807468
7260,OLD_NEW,BEL_1418_TREE,Full,PM01,3,SAME,TRUE,641,PM01,1,5,hit,1.788213654,-0.468413482,-0.459790188,1.797708333,-0.003542264
7260,OLD_NEW,BEL_1419_SPORTS,Full,NONE,4,NONE,FALSE,512,PF02,1,NA,correct_rejection,0.967421566,-0.452540467,NA,1.983604167,0.111697307
7260,OLD_NEW,BEL_1111_LATE,Full,NONE,5,NONE,FALSE,462,PF01,1,NA,correct_rejection,0.967421566,-0.436667451,NA,1.630895833,-0.106951795
7260,OLD_NEW,BEL_0908_TRIP,Full,NONE,6,NONE,FALSE,340,PM02,1,NA,correct_rejection,0.967421566,-0.420794435,NA,1.572208333,-0.143333043
7260,OLD_NEW,BEL_1710_UGLY,Full,NONE,7,NONE,FALSE,229,PF01,1,NA,correct_rejection,0.967421566,-0.404921419,NA,1.719520833,-0.052011849
7260,OLD_NEW,BEL_1715_MUSIC,Full,NONE,8,NONE,FALSE,59,PF02,1,NA,correct_rejection,0.967421566,-0.389048403,NA,1.8293125,0.016049625
7260,OLD_NEW,BEL_1723_BROKEN,Full,NONE,9,NONE,FALSE,145,PM02,1,NA,correct_rejection,0.967421566,-0.373175387,NA,1.584083333,-0.135971555
7260,OLD_NEW,BEL_1220_STORY,Full,NONE,10,NONE,FALSE,405,PM01,1,NA,correct_rejection,0.967421566,-0.357302371,NA,1.8669375,0.039373918
7260,OLD_NEW,BEL_1322_TRUTH,Full,PF02,11,DIFF,TRUE,10,PM02,1,17,hit,1.596325784,-0.341429355,-0.332130614,1.443854167,-0.222901685
7260,OLD_NEW,BEL_1611_SWEET,Full,NONE,12,NONE,FALSE,390,PM01,1,NA,correct_rejection,0.967421566,-0.32555634,NA,1.796729167,-0.004149264
7260,OLD_NEW,BEL_1311_CHAIR,Full,PF02,13,DIFF,TRUE,115,PM01,1,38,hit,1.596325784,-0.309683324,-0.108726358,1.647791667,-0.096477819
7260,OLD_NEW,BEL_1707_MOUNTAIN,Full,PF01,14,DIFF,TRUE,277,PF02,1,26,hit,1.596325784,-0.293810308,-0.236385933,2.096,0.181373143
7260,OLD_NEW,BEL_1416_TODAY,Full,NONE,15,NONE,FALSE,248,PF02,0,NA,false_alarm,0.967421566,-0.277937292,NA,1.84975,0.028719133
7260,OLD_NEW,BEL_1008_MILK,Full,PF02,16,SAME,TRUE,173,PF02,1,26,hit,1.788213654,-0.262064276,-0.236385933,1.723125,-0.049777573
7260,OLD_NEW,BEL_1722_SALAD,Full,PF01,17,SAME,TRUE,89,PF01,1,43,hit,1.788213654,-0.24619126,-0.055534869,1.986395833,0.113427903
7260,OLD_NEW,BEL_0423_WINE,Full,PF02,18,SAME,TRUE,250,PF02,1,38,hit,1.788213654,-0.230318244,-0.108726358,2.1159375,0.193732694
7260,OLD_NEW,BEL_0216_CHILD,Full,NONE,19,NONE,FALSE,266,PM02,0,NA,false_alarm,0.967421566,-0.214445228,NA,1.755645833,-0.029617429
7260,OLD_NEW,BEL_0619_WATER,Full,NONE,20,NONE,FALSE,154,PF01,1,NA,correct_rejection,0.967421566,-0.198572213,NA,1.6820625,-0.075232823
7260,OLD_NEW,BEL_0605_BABY,Full,PM02,21,SAME,TRUE,193,PM02,1,29,hit,1.788213654,-0.182699197,-0.204471039,1.556270833,-0.153212934
7260,OLD_NEW,BEL_0218_FRESH,Full,PF02,22,DIFF,TRUE,288,PF01,1,38,hit,1.596325784,-0.166826181,-0.108726358,1.8931875,0.055646681
7260,OLD_NEW,BEL_0114_SALT,Full,NONE,23,NONE,FALSE,270,PF02,1,NA,correct_rejection,0.967421566,-0.150953165,NA,1.584916667,-0.135454959
7260,OLD_NEW,BEL_0720_WATER,Full,PF01,24,SAME,TRUE,63,PF01,1,47,hit,1.788213654,-0.135080149,-0.012981677,1.754458333,-0.030353577
7260,OLD_NEW,BEL_1009_EXAM,Full,PF01,25,DIFF,TRUE,84,PM01,1,56,hit,1.596325784,-0.119207133,0.082763004,2.071395833,0.166120657
7260,OLD_NEW,BEL_1212_UPSET,Full,NONE,26,NONE,FALSE,768,PF01,1,NA,correct_rejection,0.967421566,-0.103334117,NA,1.7240625,-0.049196403
7260,OLD_NEW,BEL_0201_NDPARENTS,Full,PM01,27,DIFF,TRUE,863,PF01,1,31,hit,1.596325784,-0.087461101,-0.183194443,1.985645833,0.112962967
7260,OLD_NEW,BEL_1217_HAIR,Full,NONE,28,NONE,FALSE,373,PM01,0,NA,false_alarm,0.967421566,-0.071588086,NA,1.956604167,0.094959609
7260,OLD_NEW,BEL_0414_WINDOW,Full,PM02,29,DIFF,TRUE,426,PF02,0,36,miss,1.596325784,-0.05571507,-0.130002954,1.972375,0.104736181
7260,OLD_NEW,BEL_1105_HOMEWORK,Full,PF02,30,DIFF,TRUE,102,PM02,1,58,hit,1.596325784,-0.039842054,0.104039599,1.533770833,-0.167161016
