workerid,button_order,code,condition,first_talker,order,repVoice,repeated,rt,talker,correct,lag,case,d_repVoice,rc_order,rc_lag,duration,rc_dur
7663,NEW_OLD,BEL_1313_HOURS,Full,NONE,59,NONE,FALSE,44,PF01,0,NA,false_alarm,0.152505974,0.420475406,NA,1.9159375,0.069749742
7663,NEW_OLD,BEL_0811_CLOSE,Full,NONE,60,NONE,FALSE,301,PM02,0,NA,false_alarm,0.152505974,0.436348422,NA,1.594020833,-0.129811152
7663,NEW_OLD,BEL_2009_QUESTIONS,Full,NONE,61,NONE,FALSE,256,PF02,0,NA,false_alarm,0.152505974,0.452221438,NA,2.147520833,0.213311669
7663,NEW_OLD,BEL_1419_SPORTS,Full,NONE,62,NONE,FALSE,145,PM01,1,NA,correct_rejection,0.152505974,0.468094454,NA,1.5796875,-0.138696597
7663,NEW_OLD,BEL_1519_THEATER,Full,PM01,63,SAME,TRUE,316,PM01,1,88,hit,1.201637372,0.48396747,0.423188535,1.840791667,0.02316573
7663,NEW_OLD,BEL_0613_FLOOR,Full,PM02,64,DIFF,TRUE,353,PM01,1,67,hit,0.300493084,0.499840486,0.19978428,1.760479167,-0.026621174
7275,OLD_NEW,BEL_1722_SALAD,Full,PF02,1,DIFF,TRUE,782,PM01,1,23,hit,0.735542371,-0.500159514,-0.268300826,1.9003125,0.060063574
7275,OLD_NEW,BEL_1011_THIN,Full,PM01,2,DIFF,TRUE,1224,PF02,1,31,hit,0.735542371,-0.484286498,-0.183194443,1.86725,0.039567642
7275,OLD_NEW,BEL_1611_SWEET,Full,PF01,3,DIFF,TRUE,1320,PM02,1,27,hit,0.735542371,-0.468413482,-0.225747635,1.704625,-0.061245996
7275,OLD_NEW,BEL_0201_NDPARENTS,Full,NONE,4,NONE,FALSE,866,PF01,1,NA,correct_rejection,0.27769044,-0.452540467,NA,1.985645833,0.112962967
7275,OLD_NEW,BEL_1721_POOL,Full,PM01,5,SAME,TRUE,1348,PM01,0,22,miss,0.27769044,-0.436667451,-0.278939124,1.483395833,-0.198389223
7275,OLD_NEW,BEL_2023_SOON,Full,NONE,6,NONE,FALSE,333,PF02,0,NA,false_alarm,0.27769044,-0.420794435,NA,1.754520833,-0.030314833
7275,OLD_NEW,BEL_1507_HELP,Full,PM01,7,DIFF,TRUE,489,PF01,0,12,miss,0.735542371,-0.404921419,-0.385322103,1.603041667,-0.124219004
7275,OLD_NEW,BEL_0114_SALT,Full,PM01,8,SAME,TRUE,440,PM01,1,10,hit,0.27769044,-0.389048403,-0.406598699,1.179958333,-0.386494608
7275,OLD_NEW,BEL_0419_SONGS,Full,PM01,9,SAME,TRUE,1293,PM01,1,22,hit,0.27769044,-0.373175387,-0.278939124,2.109833333,0.189948631
7275,OLD_NEW,BEL_1813_HELP,Full,PM02,10,SAME,TRUE,722,PM02,0,30,miss,0.27769044,-0.357302371,-0.193832741,1.4099375,-0.243927128
7275,OLD_NEW,BEL_1919_NEWSPAPER,Full,PF01,11,SAME,TRUE,161,PF01,1,12,hit,0.27769044,-0.341429355,-0.385322103,2.2578125,0.281683101
7275,OLD_NEW,BEL_0804_EDUCATION,Full,PF02,12,SAME,TRUE,2033,PF02,0,26,miss,0.27769044,-0.32555634,-0.236385933,2.046770833,0.150855256
7275,OLD_NEW,BEL_0908_TRIP,Full,PF01,13,DIFF,TRUE,243,PM02,0,44,miss,0.735542371,-0.309683324,-0.044896571,1.572208333,-0.143333043
7275,OLD_NEW,BEL_1319_WATER,Full,NONE,14,NONE,FALSE,937,PM02,0,NA,false_alarm,0.27769044,-0.293810308,NA,1.6793125,-0.076937589
7275,OLD_NEW,BEL_1723_BROKEN,Full,NONE,15,NONE,FALSE,443,PM01,1,NA,correct_rejection,0.27769044,-0.277937292,NA,2.122083333,0.197542587
7275,OLD_NEW,BEL_0613_FLOOR,Full,PM02,16,DIFF,TRUE,169,PF01,1,32,hit,0.735542371,-0.262064276,-0.172556145,1.5979375,-0.127383153
7275,OLD_NEW,BEL_0605_BABY,Full,PM02,17,SAME,TRUE,641,PM02,1,29,hit,0.27769044,-0.24619126,-0.204471039,1.556270833,-0.153212934
7275,OLD_NEW,BEL_0406_PARENTS,Full,PF02,18,SAME,TRUE,52,PF02,0,48,miss,0.27769044,-0.230318244,-0.002343379,1.953208333,0.092854481
7275,OLD_NEW,BEL_0204_away,Full,NONE,19,NONE,FALSE,320,PM01,1,NA,correct_rejection,0.27769044,-0.214445228,NA,1.98675,0.113647456
7275,OLD_NEW,BEL_1211_ANGRY,Full,PM02,20,DIFF,TRUE,138,PF02,1,46,hit,0.735542371,-0.198572213,-0.023619975,2.305083333,0.310986988
7275,OLD_NEW,BEL_0218_FRESH,Full,NONE,21,NONE,FALSE,394,PF02,1,NA,correct_rejection,0.27769044,-0.182699197,NA,1.9655625,0.100513012
7275,OLD_NEW,BEL_0811_CLOSE,Full,PF01,22,SAME,TRUE,292,PF01,0,45,miss,0.27769044,-0.166826181,-0.034258273,1.9130625,0.067967487
7275,OLD_NEW,BEL_1101_MINUTES,Full,PF02,23,DIFF,TRUE,412,PM01,1,50,hit,0.735542371,-0.150953165,0.018933216,1.66875,-0.083485438
7275,OLD_NEW,BEL_0111_ALIVE,Full,PF01,24,SAME,TRUE,321,PF01,1,42,hit,0.27769044,-0.135080149,-0.066173167,1.919875,0.072190656
7275,OLD_NEW,BEL_1509_LUNCH,Full,PM01,25,DIFF,TRUE,691,PM02,1,46,hit,0.735542371,-0.119207133,-0.023619975,1.68925,-0.070777186
7275,OLD_NEW,BEL_1519_THEATER,Full,NONE,26,NONE,FALSE,672,PF01,0,NA,false_alarm,0.27769044,-0.103334117,NA,1.881479167,0.048388512
7275,OLD_NEW,BEL_1220_STORY,Full,NONE,27,NONE,FALSE,570,PM02,0,NA,false_alarm,0.27769044,-0.087461101,NA,1.756083333,-0.029346216
7275,OLD_NEW,BEL_1523_PAN,Full,PF02,28,SAME,TRUE,337,PF02,0,35,miss,0.27769044,-0.071588086,-0.140641252,1.8935625,0.055879149
7275,OLD_NEW,BEL_0402_DAUGHTER,Full,NONE,29,NONE,FALSE,172,PF02,1,NA,correct_rejection,0.27769044,-0.05571507,NA,2.104416667,0.186590759
7275,OLD_NEW,BEL_1104_HERE,Full,NONE,30,NONE,FALSE,44,PM01,1,NA,correct_rejection,0.27769044,-0.039842054,NA,2.036479167,0.1444753
7275,OLD_NEW,BEL_1008_MILK,Full,NONE,31,NONE,FALSE,13,PF01,1,NA,correct_rejection,0.27769044,-0.023969038,NA,1.667125,-0.0844928
7275,OLD_NEW,BEL_1217_HAIR,Full,NONE,32,NONE,FALSE,270,PM02,0,NA,false_alarm,0.27769044,-0.008096022,NA,1.795583333,-0.004859583
7275,OLD_NEW,BEL_0806_SCHOOL,Full,NONE,33,NONE,FALSE,246,PF01,1,NA,correct_rejection,0.27769044,0.007776994,NA,1.926416667,0.076245932
7275,OLD_NEW,BEL_1416_TODAY,Full,PF02,34,DIFF,TRUE,168,PM01,1,34,hit,0.735542371,0.02365001,-0.15127955,1.637375,-0.102935264
7275,OLD_NEW,BEL_1410_THIN,Full,PM02,35,SAME,TRUE,330,PM02,1,43,hit,0.27769044,0.039523026,-0.055534869,1.923625,0.074515336
7275,OLD_NEW,BEL_0920_STORIES,Full,PF02,36,DIFF,TRUE,51,PF01,1,55,hit,0.735542371,0.055396041,0.072124706,2.140229167,0.208791457
7275,OLD_NEW,BEL_2010_COLD,Full,PF01,37,DIFF,TRUE,25,PF02,0,43,miss,0.735542371,0.071269057,-0.055534869,1.836208333,0.020324454
7275,OLD_NEW,BEL_1524_TODAY,Full,NONE,38,NONE,FALSE,130,PM01,0,NA,false_alarm,0.27769044,0.087142073,NA,1.738104167,-0.040491767
7275,OLD_NEW,BEL_1907_BED,Full,NONE,39,NONE,FALSE,383,PM02,1,NA,correct_rejection,0.27769044,0.103015089,NA,1.82425,0.012911307
7275,OLD_NEW,BEL_0220_CRUEL,Full,PF01,40,SAME,TRUE,431,PF01,1,55,hit,0.27769044,0.118888105,0.072124706,2.793083333,0.613505392
7275,OLD_NEW,BEL_0724_NOVEL,Full,PM02,41,DIFF,TRUE,353,PM01,1,45,hit,0.735542371,0.134761121,-0.034258273,1.974208333,0.105872691
7275,OLD_NEW,BEL_0317_WINDOW,Full,NONE,42,NONE,FALSE,61,PF02,1,NA,correct_rejection,0.27769044,0.150634137,NA,2.015541667,0.131495835
7275,OLD_NEW,BEL_1108_ROOM,Full,NONE,43,NONE,FALSE,227,PM01,0,NA,false_alarm,0.27769044,0.166507153,NA,1.8924375,0.055181745
7275,OLD_NEW,BEL_0124_WEEKEND,Full,NONE,44,NONE,FALSE,112,PF02,1,NA,correct_rejection,0.27769044,0.182380168,NA,1.913395833,0.068174125
7275,OLD_NEW,BEL_0214_STREET,Full,NONE,45,NONE,FALSE,946,PM02,1,NA,correct_rejection,0.27769044,0.198253184,NA,1.211291667,-0.367070612
7275,OLD_NEW,BEL_0322_MORNING,Full,PF01,46,DIFF,TRUE,561,PM02,0,55,miss,0.735542371,0.2141262,0.072124706,1.687291667,-0.071991186
7275,OLD_NEW,BEL_0720_WATER,Full,NONE,47,NONE,FALSE,381,PF01,1,NA,correct_rejection,0.27769044,0.229999216,NA,1.754458333,-0.030353577
7275,OLD_NEW,BEL_0619_WATER,Full,NONE,48,NONE,FALSE,216,PM01,0,NA,false_alarm,0.27769044,0.245872232,NA,2.006833333,0.126097411
7275,OLD_NEW,BEL_1105_HOMEWORK,Full,NONE,49,NONE,FALSE,82,PF01,1,NA,correct_rejection,0.27769044,0.261745248,NA,2.105708333,0.187391483
7275,OLD_NEW,BEL_1422_MOVIE,Full,PM01,51,DIFF,TRUE,447,PF01,1,62,hit,0.735542371,0.29349128,0.146592791,1.8390625,0.022093794
7275,OLD_NEW,BEL_0620_FIELD,Full,PM01,52,SAME,TRUE,1695,PM01,0,77,miss,0.27769044,0.309364295,0.306167259,1.672,-0.081470715
7275,OLD_NEW,BEL_1002_COURSES,Full,PF02,53,SAME,TRUE,904,PF02,0,63,miss,0.27769044,0.325237311,0.157231089,2.296791667,0.305846862
7275,OLD_NEW,BEL_1212_UPSET,Full,NONE,54,NONE,FALSE,476,PM02,1,NA,correct_rejection,0.27769044,0.341110327,NA,1.508770833,-0.182658885
7275,OLD_NEW,BEL_0617_BOX,Full,NONE,55,NONE,FALSE,46,PM02,0,NA,false_alarm,0.27769044,0.356983343,NA,1.476458333,-0.202689881
7275,OLD_NEW,BEL_1009_EXAM,Full,NONE,56,NONE,FALSE,1,PM01,0,NA,false_alarm,0.27769044,0.372856359,NA,2.071395833,0.166120657
7275,OLD_NEW,BEL_1304_PROJECT,Full,NONE,57,NONE,FALSE,2442,PF02,1,NA,correct_rejection,0.27769044,0.388729375,NA,1.986541667,0.113518307
7275,OLD_NEW,BEL_1818_BOX,Full,PM02,58,SAME,TRUE,455,PM02,1,61,hit,0.27769044,0.404602391,0.135954493,1.858041667,0.03385926
7275,OLD_NEW,BEL_1414_HOME,Full,NONE,59,NONE,FALSE,473,PF01,1,NA,correct_rejection,0.27769044,0.420475406,NA,1.724,-0.049235148
7275,OLD_NEW,BEL_0916_PERFORMER,Full,NONE,60,NONE,FALSE,434,PM02,0,NA,false_alarm,0.27769044,0.436348422,NA,1.868666667,0.040445854
7275,OLD_NEW,BEL_0420_GRASS,Full,NONE,61,NONE,FALSE,2030,PM01,1,NA,correct_rejection,0.27769044,0.452221438,NA,1.53375,-0.167173931
7275,OLD_NEW,BEL_0414_WINDOW,Full,PM02,62,DIFF,TRUE,591,PF02,0,90,miss,0.735542371,0.468094454,0.444465131,1.972375,0.104736181
7275,OLD_NEW,BEL_1806_MEAT,Full,NONE,63,NONE,FALSE,971,PF01,1,NA,correct_rejection,0.27769044,0.48396747,NA,1.575479167,-0.141305405
7275,OLD_NEW,BEL_1707_MOUNTAIN,Full,NONE,64,NONE,FALSE,501,PF02,0,NA,false_alarm,0.27769044,0.499840486,NA,2.096,0.181373143
7233,OLD_NEW,BEL_1108_ROOM,Full,PM02,1,DIFF,TRUE,1616,PF02,1,17,hit,1.596325784,-0.500159514,-0.332130614,1.901604167,0.060864297
7233,OLD_NEW,BEL_1611_SWEET,Full,NONE,2,NONE,FALSE,749,PF01,1,NA,correct_rejection,0.967421566,-0.484286498,NA,1.805541667,0.001313735
7233,OLD_NEW,BEL_1422_MOVIE,Full,NONE,3,NONE,FALSE,912,PF02,1,NA,correct_rejection,0.967421566,-0.468413482,NA,2.037354167,0.145017726
7233,OLD_NEW,BEL_0414_WINDOW,Full,PF02,4,SAME,TRUE,397,PF02,1,32,hit,2.016552964,-0.452540467,-0.172556145,1.972375,0.104736181
7233,OLD_NEW,BEL_1723_BROKEN,Full,PM02,5,SAME,TRUE,1219,PM02,1,6,hit,2.016552964,-0.436667451,-0.44915189,1.584083333,-0.135971555
7233,OLD_NEW,BEL_0812_CARS,Full,NONE,6,NONE,FALSE,588,PM02,1,NA,correct_rejection,0.967421566,-0.420794435,NA,1.451583333,-0.218110261
7233,OLD_NEW,BEL_0103_AMAZING,Full,PM02,7,SAME,TRUE,684,PM02,1,32,hit,2.016552964,-0.404921419,-0.172556145,1.506541667,-0.184040779
7233,OLD_NEW,BEL_1721_POOL,Full,NONE,8,NONE,FALSE,520,PM01,1,NA,correct_rejection,0.967421566,-0.389048403,NA,1.483395833,-0.198389223
7233,OLD_NEW,BEL_0216_CHILD,Full,PF02,9,DIFF,TRUE,598,PM02,1,36,hit,1.596325784,-0.373175387,-0.130002954,1.755645833,-0.029617429
7233,OLD_NEW,BEL_0719_ROOM,Full,NONE,10,NONE,FALSE,3228,PF01,1,NA,correct_rejection,0.967421566,-0.357302371,NA,1.473395833,-0.20458837
7233,OLD_NEW,BEL_1311_CHAIR,Full,NONE,11,NONE,FALSE,463,PM02,1,NA,correct_rejection,0.967421566,-0.341429355,NA,1.6358125,-0.103903881
7233,OLD_NEW,BEL_0418_WEEKEND,Full,NONE,12,NONE,FALSE,806,PM01,1,NA,correct_rejection,0.967421566,-0.32555634,NA,1.868666667,0.040445854
7233,OLD_NEW,BEL_0823_PRIZE,Full,PF01,13,DIFF,TRUE,563,PM01,1,31,hit,1.596325784,-0.309683324,-0.183194443,1.417604167,-0.239174448
7233,OLD_NEW,BEL_0904_WELL,Full,PF01,14,SAME,TRUE,418,PF01,1,28,hit,2.016552964,-0.293810308,-0.215109337,1.595708333,-0.128765046
7233,OLD_NEW,BEL_0715_MORNING,Full,PF02,15,DIFF,TRUE,620,PF01,1,21,hit,1.596325784,-0.277937292,-0.289577422,1.722208333,-0.050345828
7233,OLD_NEW,BEL_0204_away,Full,NONE,16,NONE,FALSE,412,PF02,1,NA,correct_rejection,0.967421566,-0.262064276,NA,2.026395833,0.138224493
7233,OLD_NEW,BEL_0317_WINDOW,Full,NONE,17,NONE,FALSE,946,PF01,1,NA,correct_rejection,0.967421566,-0.24619126,NA,1.94225,0.086061249
7233,OLD_NEW,BEL_0619_WATER,Full,PF01,18,SAME,TRUE,635,PF01,1,44,hit,2.016552964,-0.230318244,-0.044896571,1.6820625,-0.075232823
7233,OLD_NEW,BEL_1313_HOURS,Full,PM02,19,DIFF,TRUE,982,PM01,1,31,hit,1.596325784,-0.214445228,-0.183194443,1.703083333,-0.062201698
7233,OLD_NEW,BEL_1210_AIR,Full,PM01,20,DIFF,TRUE,545,PM02,0,22,miss,1.596325784,-0.198572213,-0.278939124,1.412625,-0.242261107
7233,OLD_NEW,BEL_1304_PROJECT,Full,PF01,21,DIFF,TRUE,718,PF02,0,21,miss,1.596325784,-0.182699197,-0.289577422,1.986541667,0.113518307
7233,OLD_NEW,BEL_1818_BOX,Full,NONE,22,NONE,FALSE,393,PF02,1,NA,correct_rejection,0.967421566,-0.166826181,NA,2.298083333,0.306647585
7233,OLD_NEW,BEL_0423_WINE,Full,NONE,23,NONE,FALSE,1856,PM01,0,NA,false_alarm,0.967421566,-0.150953165,NA,2.082333333,0.172900975
7233,OLD_NEW,BEL_0920_STORIES,Full,PF02,24,SAME,TRUE,290,PF02,1,45,hit,2.016552964,-0.135080149,-0.034258273,2.3335625,0.328641644
7233,OLD_NEW,BEL_0806_SCHOOL,Full,NONE,25,NONE,FALSE,762,PM02,1,NA,correct_rejection,0.967421566,-0.119207133,NA,1.5911875,-0.131567577
7233,OLD_NEW,BEL_1715_MUSIC,Full,NONE,26,NONE,FALSE,446,PF02,1,NA,correct_rejection,0.967421566,-0.103334117,NA,1.8293125,0.016049625
7233,OLD_NEW,BEL_2010_COLD,Full,PF01,27,SAME,TRUE,1474,PF01,1,36,hit,2.016552964,-0.087461101,-0.130002954,1.803666667,0.000151395
7233,OLD_NEW,BEL_1016_ATTENTION,Full,NONE,28,NONE,FALSE,416,PM01,1,NA,correct_rejection,0.967421566,-0.071588086,NA,1.900395833,0.060115233
7233,OLD_NEW,BEL_1616_BANANAS,Full,NONE,29,NONE,FALSE,523,PM02,1,NA,correct_rejection,0.967421566,-0.05571507,NA,1.545333333,-0.159993252
7233,OLD_NEW,BEL_1507_HELP,Full,NONE,30,NONE,FALSE,545,PF01,1,NA,correct_rejection,0.967421566,-0.039842054,NA,1.603041667,-0.124219004
7233,OLD_NEW,BEL_0921_SCARY,Full,PM01,31,SAME,TRUE,291,PM01,1,54,hit,2.016552964,-0.023969038,0.061486408,1.748666667,-0.033943917
7233,OLD_NEW,BEL_1410_THIN,Full,NONE,32,NONE,FALSE,1346,PM02,0,NA,false_alarm,0.967421566,-0.008096022,NA,1.923625,0.074515336
7233,OLD_NEW,BEL_1710_UGLY,Full,NONE,33,NONE,FALSE,540,PF01,1,NA,correct_rejection,0.967421566,0.007776994,NA,1.719520833,-0.052011849
7233,OLD_NEW,BEL_1322_TRUTH,Full,PM02,34,SAME,TRUE,811,PM02,1,54,hit,2.016552964,0.02365001,0.061486408,1.443854167,-0.222901685
7233,OLD_NEW,BEL_0916_PERFORMER,Full,PM01,35,DIFF,TRUE,876,PF01,1,39,hit,1.596325784,0.039523026,-0.09808806,2.062604167,0.160670573
7233,OLD_NEW,BEL_1008_MILK,Full,NONE,36,NONE,FALSE,279,PM01,1,NA,correct_rejection,0.967421566,0.055396041,NA,1.578916667,-0.139174448
7233,OLD_NEW,BEL_2009_QUESTIONS,Full,PF02,37,SAME,TRUE,2092,PF02,1,45,hit,2.016552964,0.071269057,-0.034258273,2.147520833,0.213311669
7233,OLD_NEW,BEL_0617_BOX,Full,PM01,38,SAME,TRUE,313,PM01,1,68,hit,2.016552964,0.087142073,0.210422578,1.796666667,-0.004188009
7233,OLD_NEW,BEL_1319_WATER,Full,NONE,39,NONE,FALSE,211,PF02,1,NA,correct_rejection,0.967421566,0.103015089,NA,1.971729167,0.104335819
7233,OLD_NEW,BEL_0720_WATER,Full,NONE,40,NONE,FALSE,1149,PM01,1,NA,correct_rejection,0.967421566,0.118888105,NA,1.85425,0.03150875
7233,OLD_NEW,BEL_0201_NDPARENTS,Full,NONE,41,NONE,FALSE,1242,PF01,0,NA,false_alarm,0.967421566,0.134761121,NA,1.985645833,0.112962967
7233,OLD_NEW,BEL_0605_BABY,Full,NONE,42,NONE,FALSE,2350,PF02,1,NA,correct_rejection,0.967421566,0.150634137,NA,2.151104167,0.21553303
7233,OLD_NEW,BEL_0724_NOVEL,Full,PM01,43,SAME,TRUE,350,PM01,0,62,miss,2.016552964,0.166507153,0.146592791,1.974208333,0.105872691
7233,OLD_NEW,BEL_0420_GRASS,Full,PF02,44,DIFF,TRUE,162,PF01,1,47,hit,1.596325784,0.182380168,-0.012981677,1.603145833,-0.12415443
7233,OLD_NEW,BEL_0402_DAUGHTER,Full,PF01,45,DIFF,TRUE,1229,PM01,1,50,hit,1.596325784,0.198253184,0.018933216,1.8390625,0.022093794
7233,OLD_NEW,BEL_0911_SCIENCE,Full,PM02,46,DIFF,TRUE,233,PF02,1,77,hit,1.596325784,0.2141262,0.306167259,2.046208333,0.150506554
7233,OLD_NEW,BEL_0322_MORNING,Full,PF01,47,SAME,TRUE,399,PF01,1,69,hit,2.016552964,0.229999216,0.221060876,1.930520833,0.078790165
7233,OLD_NEW,BEL_1509_LUNCH,Full,NONE,48,NONE,FALSE,273,PM02,1,NA,correct_rejection,0.967421566,0.245872232,NA,1.68925,-0.070777186
7233,OLD_NEW,BEL_0620_FIELD,Full,PM01,49,DIFF,TRUE,292,PM02,1,73,hit,1.596325784,0.261745248,0.263614067,1.5681875,-0.145825617
7233,OLD_NEW,BEL_1002_COURSES,Full,PF01,50,DIFF,TRUE,348,PM01,1,79,hit,1.596325784,0.277618264,0.327443855,2.024833333,0.137255876
7233,OLD_NEW,BEL_0115_HOME,Full,PM01,51,DIFF,TRUE,1328,PM02,0,62,miss,1.596325784,0.29349128,0.146592791,1.225666667,-0.358159337
7233,OLD_NEW,BEL_1102_TEA,Full,NONE,52,NONE,FALSE,720,PM02,1,NA,correct_rejection,0.967421566,0.309364295,NA,1.39275,-0.254581913
7233,OLD_NEW,BEL_1418_TREE,Full,PF02,53,DIFF,TRUE,402,PF01,1,66,hit,1.596325784,0.325237311,0.189145982,1.929020833,0.077860293
7233,OLD_NEW,BEL_1524_TODAY,Full,PM02,54,DIFF,TRUE,1345,PF02,0,64,miss,1.596325784,0.341110327,0.167869386,1.883979167,0.049938299
7233,OLD_NEW,BEL_0124_WEEKEND,Full,NONE,55,NONE,FALSE,392,PM01,1,NA,correct_rejection,0.967421566,0.356983343,NA,1.77725,-0.016224687
7233,OLD_NEW,BEL_0811_CLOSE,Full,NONE,56,NONE,FALSE,425,PF02,1,NA,correct_rejection,0.967421566,0.372856359,NA,1.926395833,0.076233017
7233,OLD_NEW,BEL_0220_CRUEL,Full,PM01,57,SAME,TRUE,315,PM01,1,72,hit,2.016552964,0.388729375,0.252975769,2.584895833,0.484446888
7233,OLD_NEW,BEL_1020_LAKE,Full,NONE,58,NONE,FALSE,310,PF01,1,NA,correct_rejection,0.967421566,0.404602391,NA,1.948291667,0.089806567
7233,OLD_NEW,BEL_1806_MEAT,Full,NONE,59,NONE,FALSE,502,PM02,1,NA,correct_rejection,0.967421566,0.420475406,NA,1.573145833,-0.142751873
7233,OLD_NEW,BEL_0419_SONGS,Full,NONE,60,NONE,FALSE,330,PF01,0,NA,false_alarm,0.967421566,0.436348422,NA,2.3814375,0.358320063
7233,OLD_NEW,BEL_2023_SOON,Full,NONE,61,NONE,FALSE,296,PF02,0,NA,false_alarm,0.967421566,0.452221438,NA,1.754520833,-0.030314833
7233,OLD_NEW,BEL_1707_MOUNTAIN,Full,PF02,62,SAME,TRUE,279,PF02,1,79,hit,2.016552964,0.468094454,0.327443855,2.096,0.181373143
7233,OLD_NEW,BEL_1204_PATIENT,Full,PM02,63,SAME,TRUE,504,PM02,0,70,miss,2.016552964,0.48396747,0.231699174,1.595416667,-0.128945854
7233,OLD_NEW,BEL_1111_LATE,Full,NONE,64,NONE,FALSE,480,PM01,1,NA,correct_rejection,0.967421566,0.499840486,NA,1.334020833,-0.29098899
7192,OLD_NEW,BEL_0204_away,Divided,NONE,1,NONE,FALSE,739,PM02,1,NA,correct_rejection,0.559592274,-0.500159514,NA,1.570416667,-0.144443723
7192,OLD_NEW,BEL_1008_MILK,Divided,PF01,2,SAME,TRUE,265,PF01,1,4,hit,0.858899185,-0.484286498,-0.470428486,1.667125,-0.0844928
7192,OLD_NEW,BEL_1304_PROJECT,Divided,NONE,3,NONE,FALSE,133,PM01,1,NA,correct_rejection,0.559592274,-0.468413482,NA,1.980083333,0.109514691
7192,OLD_NEW,BEL_0911_SCIENCE,Divided,PM02,4,SAME,TRUE,33,PM02,1,15,hit,0.858899185,-0.452540467,-0.353407209,1.521166667,-0.174974525
7192,OLD_NEW,BEL_2010_COLD,Divided,PM01,5,SAME,TRUE,456,PM01,0,35,miss,0.858899185,-0.436667451,-0.140641252,1.881854167,0.04862098
7192,OLD_NEW,BEL_0423_WINE,Divided,PF01,6,DIFF,TRUE,244,PM02,1,21,hit,1.188496492,-0.420794435,-0.289577422,1.9449375,0.08772727
7192,OLD_NEW,BEL_1313_HOURS,Divided,PF02,7,DIFF,TRUE,22,PF01,0,23,miss,1.188496492,-0.404921419,-0.268300826,1.9159375,0.069749742
7192,OLD_NEW,BEL_1611_SWEET,Divided,PM02,8,DIFF,TRUE,132,PF02,1,15,hit,1.188496492,-0.389048403,-0.353407209,1.756479167,-0.029100833
7192,OLD_NEW,BEL_0619_WATER,Divided,NONE,9,NONE,FALSE,337,PF02,0,NA,false_alarm,0.559592274,-0.373175387,NA,2.101645833,0.184873079
7192,OLD_NEW,BEL_0120_TOYS,Divided,PF02,10,SAME,TRUE,500,PF02,1,14,hit,0.858899185,-0.357302371,-0.364045507,2.16525,0.224302241
7192,OLD_NEW,BEL_1217_HAIR,Divided,NONE,11,NONE,FALSE,188,PF01,1,NA,correct_rejection,0.559592274,-0.341429355,NA,2.047375,0.151229788
7192,OLD_NEW,BEL_0201_NDPARENTS,Divided,NONE,12,NONE,FALSE,395,PM02,1,NA,correct_rejection,0.559592274,-0.32555634,NA,1.557291667,-0.152580105
7192,OLD_NEW,BEL_1319_WATER,Divided,NONE,13,NONE,FALSE,228,PF02,1,NA,correct_rejection,0.559592274,-0.309683324,NA,1.971729167,0.104335819
7192,OLD_NEW,BEL_1410_THIN,Divided,PM01,14,DIFF,TRUE,224,PM02,1,22,hit,1.188496492,-0.293810308,-0.278939124,1.923625,0.074515336
7192,OLD_NEW,BEL_1104_HERE,Divided,NONE,15,NONE,FALSE,213,PM01,1,NA,correct_rejection,0.559592274,-0.277937292,NA,2.036479167,0.1444753
7192,OLD_NEW,BEL_0715_MORNING,Divided,NONE,16,NONE,FALSE,230,PF01,0,NA,false_alarm,0.559592274,-0.262064276,NA,1.722208333,-0.050345828
7192,OLD_NEW,BEL_0904_WELL,Divided,PM02,17,SAME,TRUE,111,PM02,1,17,hit,0.858899185,-0.24619126,-0.332130614,1.389166667,-0.256803274
7192,OLD_NEW,BEL_1715_MUSIC,Divided,PF02,18,SAME,TRUE,253,PF02,1,21,hit,0.858899185,-0.230318244,-0.289577422,1.8293125,0.016049625
7192,OLD_NEW,BEL_1322_TRUTH,Divided,NONE,19,NONE,FALSE,240,PF02,1,NA,correct_rejection,0.559592274,-0.214445228,NA,1.723041667,-0.049829233
7192,OLD_NEW,BEL_1020_LAKE,Divided,NONE,20,NONE,FALSE,378,PF01,1,NA,correct_rejection,0.559592274,-0.198572213,NA,1.948291667,0.089806567
7192,OLD_NEW,BEL_0811_CLOSE,Divided,NONE,21,NONE,FALSE,175,PM02,0,NA,false_alarm,0.559592274,-0.182699197,NA,1.594020833,-0.129811152
7192,OLD_NEW,BEL_0104_DANGEROUS,Divided,NONE,22,NONE,FALSE,202,PM01,1,NA,correct_rejection,0.559592274,-0.166826181,NA,2.073166667,0.167218423
7192,OLD_NEW,BEL_0322_MORNING,Divided,PM01,23,SAME,TRUE,214,PM01,1,43,hit,0.858899185,-0.150953165,-0.055534869,1.684458333,-0.073747611
7192,OLD_NEW,BEL_1220_STORY,Divided,PM01,24,DIFF,TRUE,212,PF02,0,43,miss,1.188496492,-0.135080149,-0.055534869,2.000583333,0.122222943
7192,OLD_NEW,BEL_1311_CHAIR,Divided,PM02,25,DIFF,TRUE,83,PM01,1,42,hit,1.188496492,-0.119207133,-0.066173167,1.647791667,-0.096477819
7192,OLD_NEW,BEL_0402_DAUGHTER,Divided,NONE,26,NONE,FALSE,130,PF02,1,NA,correct_rejection,0.559592274,-0.103334117,NA,2.104416667,0.186590759
7192,OLD_NEW,BEL_0804_EDUCATION,Divided,PM01,27,DIFF,TRUE,108,PF01,0,28,miss,1.188496492,-0.087461101,-0.215109337,1.822645833,0.01191686
