idx,file1,file2,distance
0,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T02,11.70051898
1,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T03,11.99318559
2,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T04,13.34548544
3,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T05,11.76987784
4,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T06,11.97428719
5,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T07,13.31263849
6,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T08,11.81098883
7,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T09,13.11473032
8,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T10,14.8406821
9,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T11,13.48378096
10,BEL_0103_AMAZING_T01,BEL_0103_AMAZING_T12,11.59867966
11,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T03,12.20915873
12,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T04,12.52161552
13,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T05,12.33996659
14,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T06,10.85093086
15,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T07,12.15979592
16,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T08,11.9009495
17,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T09,12.63051135
18,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T10,14.23625948
19,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T11,12.52323841
20,BEL_0103_AMAZING_T02,BEL_0103_AMAZING_T12,11.68055435
21,BEL_0103_AMAZING_T03,BEL_0103_AMAZING_T04,13.89058476
22,BEL_0103_AMAZING_T03,BEL_0103_AMAZING_T05,13.04028095
23,BEL_0103_AMAZING_T03,BEL_0103_AMAZING_T06,12.39519084
24,BEL_0103_AMAZING_T03,BEL_0103_AMAZING_T07,14.41443695
25,BEL_0103_AMAZING_T03,BEL_0103_AMAZING_T08,12.39670515
26,BEL_0103_AMAZING_T03,BEL_0103_AMAZING_T09,10.65395254
27,BEL_0103_AMAZING_T03,BEL_0103_AMAZING_T10,13.06807448
28,BEL_0103_AMAZING_T03,BEL_0103_AMAZING_T11,12.75400489
29,BEL_0103_AMAZING_T03,BEL_0103_AMAZING_T12,13.11795543
30,BEL_0103_AMAZING_T04,BEL_0103_AMAZING_T05,13.44603674
31,BEL_0103_AMAZING_T04,BEL_0103_AMAZING_T06,11.76050181
32,BEL_0103_AMAZING_T04,BEL_0103_AMAZING_T07,12.96077468
33,BEL_0103_AMAZING_T04,BEL_0103_AMAZING_T08,12.72841521
34,BEL_0103_AMAZING_T04,BEL_0103_AMAZING_T09,13.7477247
35,BEL_0103_AMAZING_T04,BEL_0103_AMAZING_T10,16.14840437
36,BEL_0103_AMAZING_T04,BEL_0103_AMAZING_T11,14.71957421
37,BEL_0103_AMAZING_T04,BEL_0103_AMAZING_T12,13.27694911
38,BEL_0103_AMAZING_T05,BEL_0103_AMAZING_T06,11.76575512
39,BEL_0103_AMAZING_T05,BEL_0103_AMAZING_T07,11.48282993
40,BEL_0103_AMAZING_T05,BEL_0103_AMAZING_T08,11.31899477
41,BEL_0103_AMAZING_T05,BEL_0103_AMAZING_T09,12.87209486
42,BEL_0103_AMAZING_T05,BEL_0103_AMAZING_T10,13.93691056
43,BEL_0103_AMAZING_T05,BEL_0103_AMAZING_T11,11.51288953
44,BEL_0103_AMAZING_T05,BEL_0103_AMAZING_T12,11.24404676
45,BEL_0103_AMAZING_T06,BEL_0103_AMAZING_T07,12.69773241
46,BEL_0103_AMAZING_T06,BEL_0103_AMAZING_T08,12.20182696
47,BEL_0103_AMAZING_T06,BEL_0103_AMAZING_T09,11.68473971
48,BEL_0103_AMAZING_T06,BEL_0103_AMAZING_T10,15.05688316
49,BEL_0103_AMAZING_T06,BEL_0103_AMAZING_T11,12.38711581
50,BEL_0103_AMAZING_T06,BEL_0103_AMAZING_T12,11.49608858
51,BEL_0103_AMAZING_T07,BEL_0103_AMAZING_T08,12.57255303
52,BEL_0103_AMAZING_T07,BEL_0103_AMAZING_T09,14.06289808
53,BEL_0103_AMAZING_T07,BEL_0103_AMAZING_T10,14.15242526
54,BEL_0103_AMAZING_T07,BEL_0103_AMAZING_T11,14.19434261
55,BEL_0103_AMAZING_T07,BEL_0103_AMAZING_T12,13.1235302
56,BEL_0103_AMAZING_T08,BEL_0103_AMAZING_T09,13.47949981
57,BEL_0103_AMAZING_T08,BEL_0103_AMAZING_T10,13.97531267
58,BEL_0103_AMAZING_T08,BEL_0103_AMAZING_T11,12.57330281
59,BEL_0103_AMAZING_T08,BEL_0103_AMAZING_T12,12.07092396
60,BEL_0103_AMAZING_T09,BEL_0103_AMAZING_T10,12.68725264
61,BEL_0103_AMAZING_T09,BEL_0103_AMAZING_T11,13.16307818
62,BEL_0103_AMAZING_T09,BEL_0103_AMAZING_T12,12.41815717
63,BEL_0103_AMAZING_T10,BEL_0103_AMAZING_T11,14.03158949
64,BEL_0103_AMAZING_T10,BEL_0103_AMAZING_T12,15.34978412
65,BEL_0103_AMAZING_T11,BEL_0103_AMAZING_T12,12.44029553
0,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T02,10.97156231
1,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T03,12.43994581
2,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T04,11.16186802
3,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T05,11.33812051
4,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T06,11.41503558
5,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T07,13.97660045
6,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T08,13.45672825
7,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T09,13.96494457
8,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T10,11.87954297
9,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T11,11.63249926
10,BEL_0104_DANGEROUS_T01,BEL_0104_DANGEROUS_T12,10.61375348
11,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T03,12.08096187
12,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T04,9.704609774
13,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T05,11.1256026
14,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T06,9.732316666
15,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T07,12.74777336
16,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T08,13.02329837
17,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T09,12.1901357
18,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T10,12.3214552
19,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T11,11.38584895
20,BEL_0104_DANGEROUS_T02,BEL_0104_DANGEROUS_T12,10.23638382
21,BEL_0104_DANGEROUS_T03,BEL_0104_DANGEROUS_T04,12.62954271
22,BEL_0104_DANGEROUS_T03,BEL_0104_DANGEROUS_T05,12.5685559
23,BEL_0104_DANGEROUS_T03,BEL_0104_DANGEROUS_T06,10.76666327
24,BEL_0104_DANGEROUS_T03,BEL_0104_DANGEROUS_T07,13.75820849
25,BEL_0104_DANGEROUS_T03,BEL_0104_DANGEROUS_T08,15.35126837
26,BEL_0104_DANGEROUS_T03,BEL_0104_DANGEROUS_T09,11.49026598
27,BEL_0104_DANGEROUS_T03,BEL_0104_DANGEROUS_T10,13.13316941
28,BEL_0104_DANGEROUS_T03,BEL_0104_DANGEROUS_T11,10.46466493
29,BEL_0104_DANGEROUS_T03,BEL_0104_DANGEROUS_T12,11.21782878
30,BEL_0104_DANGEROUS_T04,BEL_0104_DANGEROUS_T05,10.95250596
31,BEL_0104_DANGEROUS_T04,BEL_0104_DANGEROUS_T06,10.39239885
32,BEL_0104_DANGEROUS_T04,BEL_0104_DANGEROUS_T07,10.92281195
33,BEL_0104_DANGEROUS_T04,BEL_0104_DANGEROUS_T08,12.20583684
34,BEL_0104_DANGEROUS_T04,BEL_0104_DANGEROUS_T09,11.49597481
35,BEL_0104_DANGEROUS_T04,BEL_0104_DANGEROUS_T10,12.87757553
36,BEL_0104_DANGEROUS_T04,BEL_0104_DANGEROUS_T11,11.7470246
37,BEL_0104_DANGEROUS_T04,BEL_0104_DANGEROUS_T12,10.00270773
38,BEL_0104_DANGEROUS_T05,BEL_0104_DANGEROUS_T06,10.91109566
39,BEL_0104_DANGEROUS_T05,BEL_0104_DANGEROUS_T07,12.89231741
40,BEL_0104_DANGEROUS_T05,BEL_0104_DANGEROUS_T08,12.19596992
41,BEL_0104_DANGEROUS_T05,BEL_0104_DANGEROUS_T09,12.22039986
42,BEL_0104_DANGEROUS_T05,BEL_0104_DANGEROUS_T10,12.73661123
43,BEL_0104_DANGEROUS_T05,BEL_0104_DANGEROUS_T11,12.00152809
44,BEL_0104_DANGEROUS_T05,BEL_0104_DANGEROUS_T12,11.55548272
45,BEL_0104_DANGEROUS_T06,BEL_0104_DANGEROUS_T07,12.12127686
46,BEL_0104_DANGEROUS_T06,BEL_0104_DANGEROUS_T08,13.99073407
47,BEL_0104_DANGEROUS_T06,BEL_0104_DANGEROUS_T09,11.76963495
48,BEL_0104_DANGEROUS_T06,BEL_0104_DANGEROUS_T10,13.03337931
49,BEL_0104_DANGEROUS_T06,BEL_0104_DANGEROUS_T11,11.0284668
50,BEL_0104_DANGEROUS_T06,BEL_0104_DANGEROUS_T12,9.314184706
51,BEL_0104_DANGEROUS_T07,BEL_0104_DANGEROUS_T08,14.53064579
52,BEL_0104_DANGEROUS_T07,BEL_0104_DANGEROUS_T09,12.68235194
53,BEL_0104_DANGEROUS_T07,BEL_0104_DANGEROUS_T10,13.9173501
54,BEL_0104_DANGEROUS_T07,BEL_0104_DANGEROUS_T11,13.06647899
55,BEL_0104_DANGEROUS_T07,BEL_0104_DANGEROUS_T12,12.92292259
56,BEL_0104_DANGEROUS_T08,BEL_0104_DANGEROUS_T09,14.31494467
57,BEL_0104_DANGEROUS_T08,BEL_0104_DANGEROUS_T10,13.5732136
58,BEL_0104_DANGEROUS_T08,BEL_0104_DANGEROUS_T11,13.41292327
59,BEL_0104_DANGEROUS_T08,BEL_0104_DANGEROUS_T12,13.47307578
60,BEL_0104_DANGEROUS_T09,BEL_0104_DANGEROUS_T10,13.26031174
61,BEL_0104_DANGEROUS_T09,BEL_0104_DANGEROUS_T11,11.93259086
62,BEL_0104_DANGEROUS_T09,BEL_0104_DANGEROUS_T12,12.19830071
63,BEL_0104_DANGEROUS_T10,BEL_0104_DANGEROUS_T11,11.82874472
64,BEL_0104_DANGEROUS_T10,BEL_0104_DANGEROUS_T12,12.49946938
65,BEL_0104_DANGEROUS_T11,BEL_0104_DANGEROUS_T12,10.96169927
0,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T02,12.7723983
1,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T03,13.51178244
2,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T04,14.25667883
3,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T05,14.0493305
4,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T06,13.6669551
5,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T07,15.70286485
6,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T08,14.83969274
7,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T09,12.99402739
8,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T10,14.61860125
9,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T11,15.90564361
10,BEL_0111_ALIVE_T01,BEL_0111_ALIVE_T12,13.04299065
11,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T03,10.59417245
12,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T04,11.72801454
13,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T05,12.58299209
14,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T06,10.14507753
15,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T07,13.13536788
16,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T08,12.71606334
17,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T09,10.24175841
18,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T10,15.02116953
19,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T11,13.87761017
20,BEL_0111_ALIVE_T02,BEL_0111_ALIVE_T12,10.09253807
21,BEL_0111_ALIVE_T03,BEL_0111_ALIVE_T04,11.51906092
22,BEL_0111_ALIVE_T03,BEL_0111_ALIVE_T05,11.87640068
23,BEL_0111_ALIVE_T03,BEL_0111_ALIVE_T06,10.06572868
24,BEL_0111_ALIVE_T03,BEL_0111_ALIVE_T07,13.65921913
25,BEL_0111_ALIVE_T03,BEL_0111_ALIVE_T08,12.37039287
26,BEL_0111_ALIVE_T03,BEL_0111_ALIVE_T09,11.24947052
27,BEL_0111_ALIVE_T03,BEL_0111_ALIVE_T10,15.1486002
28,BEL_0111_ALIVE_T03,BEL_0111_ALIVE_T11,12.91102956
29,BEL_0111_ALIVE_T03,BEL_0111_ALIVE_T12,11.69434445
30,BEL_0111_ALIVE_T04,BEL_0111_ALIVE_T05,12.99302319
31,BEL_0111_ALIVE_T04,BEL_0111_ALIVE_T06,10.9822252
32,BEL_0111_ALIVE_T04,BEL_0111_ALIVE_T07,12.53461375
33,BEL_0111_ALIVE_T04,BEL_0111_ALIVE_T08,12.15005922
34,BEL_0111_ALIVE_T04,BEL_0111_ALIVE_T09,11.92114128
35,BEL_0111_ALIVE_T04,BEL_0111_ALIVE_T10,14.41211819
36,BEL_0111_ALIVE_T04,BEL_0111_ALIVE_T11,12.67902724
37,BEL_0111_ALIVE_T04,BEL_0111_ALIVE_T12,11.71682794
38,BEL_0111_ALIVE_T05,BEL_0111_ALIVE_T06,13.31232202
39,BEL_0111_ALIVE_T05,BEL_0111_ALIVE_T07,14.32880104
40,BEL_0111_ALIVE_T05,BEL_0111_ALIVE_T08,11.45452229
41,BEL_0111_ALIVE_T05,BEL_0111_ALIVE_T09,12.83952088
42,BEL_0111_ALIVE_T05,BEL_0111_ALIVE_T10,14.33791122
43,BEL_0111_ALIVE_T05,BEL_0111_ALIVE_T11,11.70145063
44,BEL_0111_ALIVE_T05,BEL_0111_ALIVE_T12,12.37306378
45,BEL_0111_ALIVE_T06,BEL_0111_ALIVE_T07,12.81627103
46,BEL_0111_ALIVE_T06,BEL_0111_ALIVE_T08,11.87393146
47,BEL_0111_ALIVE_T06,BEL_0111_ALIVE_T09,10.17500712
48,BEL_0111_ALIVE_T06,BEL_0111_ALIVE_T10,14.96003912
49,BEL_0111_ALIVE_T06,BEL_0111_ALIVE_T11,12.78750421
50,BEL_0111_ALIVE_T06,BEL_0111_ALIVE_T12,10.66429462
51,BEL_0111_ALIVE_T07,BEL_0111_ALIVE_T08,13.65745837
52,BEL_0111_ALIVE_T07,BEL_0111_ALIVE_T09,13.22026369
53,BEL_0111_ALIVE_T07,BEL_0111_ALIVE_T10,16.68926208
54,BEL_0111_ALIVE_T07,BEL_0111_ALIVE_T11,14.40338274
55,BEL_0111_ALIVE_T07,BEL_0111_ALIVE_T12,14.24075327
56,BEL_0111_ALIVE_T08,BEL_0111_ALIVE_T09,12.96804273
57,BEL_0111_ALIVE_T08,BEL_0111_ALIVE_T10,15.19001999
58,BEL_0111_ALIVE_T08,BEL_0111_ALIVE_T11,11.08687737
59,BEL_0111_ALIVE_T08,BEL_0111_ALIVE_T12,12.22384838
60,BEL_0111_ALIVE_T09,BEL_0111_ALIVE_T10,14.29081532
61,BEL_0111_ALIVE_T09,BEL_0111_ALIVE_T11,12.81876396
62,BEL_0111_ALIVE_T09,BEL_0111_ALIVE_T12,10.76436276
63,BEL_0111_ALIVE_T10,BEL_0111_ALIVE_T11,14.96600124
64,BEL_0111_ALIVE_T10,BEL_0111_ALIVE_T12,14.41907005
65,BEL_0111_ALIVE_T11,BEL_0111_ALIVE_T12,12.72646692
0,BEL_0114_SALT_T01,BEL_0114_SALT_T02,13.6452598
1,BEL_0114_SALT_T01,BEL_0114_SALT_T03,12.7077447
2,BEL_0114_SALT_T01,BEL_0114_SALT_T04,14.2801913
3,BEL_0114_SALT_T01,BEL_0114_SALT_T05,12.0398909
4,BEL_0114_SALT_T01,BEL_0114_SALT_T06,13.9853788
5,BEL_0114_SALT_T01,BEL_0114_SALT_T07,15.4163832
6,BEL_0114_SALT_T01,BEL_0114_SALT_T08,12.1502577
7,BEL_0114_SALT_T01,BEL_0114_SALT_T09,13.1709749
8,BEL_0114_SALT_T01,BEL_0114_SALT_T10,14.822531
9,BEL_0114_SALT_T01,BEL_0114_SALT_T11,12.7701174
10,BEL_0114_SALT_T01,BEL_0114_SALT_T12,14.2296278
11,BEL_0114_SALT_T02,BEL_0114_SALT_T03,12.2673524
12,BEL_0114_SALT_T02,BEL_0114_SALT_T04,12.099509
13,BEL_0114_SALT_T02,BEL_0114_SALT_T05,13.9555523
14,BEL_0114_SALT_T02,BEL_0114_SALT_T06,10.8652731
15,BEL_0114_SALT_T02,BEL_0114_SALT_T07,13.6020307
16,BEL_0114_SALT_T02,BEL_0114_SALT_T08,13.8857504
17,BEL_0114_SALT_T02,BEL_0114_SALT_T09,11.9061928
18,BEL_0114_SALT_T02,BEL_0114_SALT_T10,16.1073289
19,BEL_0114_SALT_T02,BEL_0114_SALT_T11,12.1579573
20,BEL_0114_SALT_T02,BEL_0114_SALT_T12,12.4410453
21,BEL_0114_SALT_T03,BEL_0114_SALT_T04,13.7826728
22,BEL_0114_SALT_T03,BEL_0114_SALT_T05,14.2118125
23,BEL_0114_SALT_T03,BEL_0114_SALT_T06,11.7071836
24,BEL_0114_SALT_T03,BEL_0114_SALT_T07,16.1989025
25,BEL_0114_SALT_T03,BEL_0114_SALT_T08,15.1686828
26,BEL_0114_SALT_T03,BEL_0114_SALT_T09,11.0562107
27,BEL_0114_SALT_T03,BEL_0114_SALT_T10,16.6698861
28,BEL_0114_SALT_T03,BEL_0114_SALT_T11,11.4863386
29,BEL_0114_SALT_T03,BEL_0114_SALT_T12,12.083762
30,BEL_0114_SALT_T04,BEL_0114_SALT_T05,13.2457458
31,BEL_0114_SALT_T04,BEL_0114_SALT_T06,12.3800858
32,BEL_0114_SALT_T04,BEL_0114_SALT_T07,13.4332862
33,BEL_0114_SALT_T04,BEL_0114_SALT_T08,13.3725248
34,BEL_0114_SALT_T04,BEL_0114_SALT_T09,12.3640061
35,BEL_0114_SALT_T04,BEL_0114_SALT_T10,16.2186651
36,BEL_0114_SALT_T04,BEL_0114_SALT_T11,14.3980306
37,BEL_0114_SALT_T04,BEL_0114_SALT_T12,14.7784538
38,BEL_0114_SALT_T05,BEL_0114_SALT_T06,12.9971259
39,BEL_0114_SALT_T05,BEL_0114_SALT_T07,14.7059286
40,BEL_0114_SALT_T05,BEL_0114_SALT_T08,11.3167394
41,BEL_0114_SALT_T05,BEL_0114_SALT_T09,14.7892583
42,BEL_0114_SALT_T05,BEL_0114_SALT_T10,15.2913325
43,BEL_0114_SALT_T05,BEL_0114_SALT_T11,12.5703936
44,BEL_0114_SALT_T05,BEL_0114_SALT_T12,14.1922972
45,BEL_0114_SALT_T06,BEL_0114_SALT_T07,14.3464767
46,BEL_0114_SALT_T06,BEL_0114_SALT_T08,13.6292178
47,BEL_0114_SALT_T06,BEL_0114_SALT_T09,11.0666006
48,BEL_0114_SALT_T06,BEL_0114_SALT_T10,17.1761258
49,BEL_0114_SALT_T06,BEL_0114_SALT_T11,12.1100797
50,BEL_0114_SALT_T06,BEL_0114_SALT_T12,12.216984
51,BEL_0114_SALT_T07,BEL_0114_SALT_T08,14.1857313
52,BEL_0114_SALT_T07,BEL_0114_SALT_T09,14.9056758
53,BEL_0114_SALT_T07,BEL_0114_SALT_T10,17.9886512
54,BEL_0114_SALT_T07,BEL_0114_SALT_T11,14.8338261
55,BEL_0114_SALT_T07,BEL_0114_SALT_T12,16.4234607
56,BEL_0114_SALT_T08,BEL_0114_SALT_T09,14.4826828
57,BEL_0114_SALT_T08,BEL_0114_SALT_T10,16.047257
58,BEL_0114_SALT_T08,BEL_0114_SALT_T11,13.7637453
59,BEL_0114_SALT_T08,BEL_0114_SALT_T12,15.4285847
60,BEL_0114_SALT_T09,BEL_0114_SALT_T10,16.3275674
61,BEL_0114_SALT_T09,BEL_0114_SALT_T11,12.7665576
62,BEL_0114_SALT_T09,BEL_0114_SALT_T12,13.0288403
63,BEL_0114_SALT_T10,BEL_0114_SALT_T11,15.6518925
64,BEL_0114_SALT_T10,BEL_0114_SALT_T12,15.0977474
65,BEL_0114_SALT_T11,BEL_0114_SALT_T12,12.8089325
0,BEL_0115_HOME_T01,BEL_0115_HOME_T02,11.38512456
1,BEL_0115_HOME_T01,BEL_0115_HOME_T03,13.19854506
2,BEL_0115_HOME_T01,BEL_0115_HOME_T04,15.13840976
3,BEL_0115_HOME_T01,BEL_0115_HOME_T05,14.10902725
4,BEL_0115_HOME_T01,BEL_0115_HOME_T06,13.22397968
5,BEL_0115_HOME_T01,BEL_0115_HOME_T07,16.21769538
6,BEL_0115_HOME_T01,BEL_0115_HOME_T08,15.56762361
7,BEL_0115_HOME_T01,BEL_0115_HOME_T09,12.45182458
8,BEL_0115_HOME_T01,BEL_0115_HOME_T10,13.66377081
9,BEL_0115_HOME_T01,BEL_0115_HOME_T11,12.54756006
10,BEL_0115_HOME_T01,BEL_0115_HOME_T12,13.02966821
11,BEL_0115_HOME_T02,BEL_0115_HOME_T03,10.92895637
12,BEL_0115_HOME_T02,BEL_0115_HOME_T04,13.64737979
13,BEL_0115_HOME_T02,BEL_0115_HOME_T05,15.19200367
14,BEL_0115_HOME_T02,BEL_0115_HOME_T06,11.81363
15,BEL_0115_HOME_T02,BEL_0115_HOME_T07,15.14443861
16,BEL_0115_HOME_T02,BEL_0115_HOME_T08,16.16764001
17,BEL_0115_HOME_T02,BEL_0115_HOME_T09,12.0963672
18,BEL_0115_HOME_T02,BEL_0115_HOME_T10,15.0056485
19,BEL_0115_HOME_T02,BEL_0115_HOME_T11,12.82199071
20,BEL_0115_HOME_T02,BEL_0115_HOME_T12,13.18505984
21,BEL_0115_HOME_T03,BEL_0115_HOME_T04,15.04975732
22,BEL_0115_HOME_T03,BEL_0115_HOME_T05,16.56538029
23,BEL_0115_HOME_T03,BEL_0115_HOME_T06,12.1485203
24,BEL_0115_HOME_T03,BEL_0115_HOME_T07,16.37671382
25,BEL_0115_HOME_T03,BEL_0115_HOME_T08,17.41428369
26,BEL_0115_HOME_T03,BEL_0115_HOME_T09,11.91632239
27,BEL_0115_HOME_T03,BEL_0115_HOME_T10,15.78943565
28,BEL_0115_HOME_T03,BEL_0115_HOME_T11,12.15163405
29,BEL_0115_HOME_T03,BEL_0115_HOME_T12,13.37799181
30,BEL_0115_HOME_T04,BEL_0115_HOME_T05,14.90722619
31,BEL_0115_HOME_T04,BEL_0115_HOME_T06,13.43970627
32,BEL_0115_HOME_T04,BEL_0115_HOME_T07,13.25695679
33,BEL_0115_HOME_T04,BEL_0115_HOME_T08,14.49896473
34,BEL_0115_HOME_T04,BEL_0115_HOME_T09,13.55969107
35,BEL_0115_HOME_T04,BEL_0115_HOME_T10,17.02783565
36,BEL_0115_HOME_T04,BEL_0115_HOME_T11,14.59029365
37,BEL_0115_HOME_T04,BEL_0115_HOME_T12,13.57594408
38,BEL_0115_HOME_T05,BEL_0115_HOME_T06,14.98269848
39,BEL_0115_HOME_T05,BEL_0115_HOME_T07,13.98016002
40,BEL_0115_HOME_T05,BEL_0115_HOME_T08,13.86189484
41,BEL_0115_HOME_T05,BEL_0115_HOME_T09,15.70283502
42,BEL_0115_HOME_T05,BEL_0115_HOME_T10,15.21003105
43,BEL_0115_HOME_T05,BEL_0115_HOME_T11,14.17991176
44,BEL_0115_HOME_T05,BEL_0115_HOME_T12,14.8976233
45,BEL_0115_HOME_T06,BEL_0115_HOME_T07,14.78813962
46,BEL_0115_HOME_T06,BEL_0115_HOME_T08,14.83739831
47,BEL_0115_HOME_T06,BEL_0115_HOME_T09,10.82839485
48,BEL_0115_HOME_T06,BEL_0115_HOME_T10,15.41181686
49,BEL_0115_HOME_T06,BEL_0115_HOME_T11,11.5194448
50,BEL_0115_HOME_T06,BEL_0115_HOME_T12,11.14147628
51,BEL_0115_HOME_T07,BEL_0115_HOME_T08,16.96072725
52,BEL_0115_HOME_T07,BEL_0115_HOME_T09,14.30508437
53,BEL_0115_HOME_T07,BEL_0115_HOME_T10,15.49109808
54,BEL_0115_HOME_T07,BEL_0115_HOME_T11,13.86002805
55,BEL_0115_HOME_T07,BEL_0115_HOME_T12,13.8546512
56,BEL_0115_HOME_T08,BEL_0115_HOME_T09,16.00040181
57,BEL_0115_HOME_T08,BEL_0115_HOME_T10,16.56987922
58,BEL_0115_HOME_T08,BEL_0115_HOME_T11,15.50308538
59,BEL_0115_HOME_T08,BEL_0115_HOME_T12,15.03250721
60,BEL_0115_HOME_T09,BEL_0115_HOME_T10,14.15924121
61,BEL_0115_HOME_T09,BEL_0115_HOME_T11,11.51259492
62,BEL_0115_HOME_T09,BEL_0115_HOME_T12,11.86532374
63,BEL_0115_HOME_T10,BEL_0115_HOME_T11,14.13506053
64,BEL_0115_HOME_T10,BEL_0115_HOME_T12,14.83782898
65,BEL_0115_HOME_T11,BEL_0115_HOME_T12,12.37451395
0,BEL_0120_TOYS_T01,BEL_0120_TOYS_T02,12.20656828
1,BEL_0120_TOYS_T01,BEL_0120_TOYS_T03,12.71795008
2,BEL_0120_TOYS_T01,BEL_0120_TOYS_T04,11.8111781
3,BEL_0120_TOYS_T01,BEL_0120_TOYS_T05,11.62686168
4,BEL_0120_TOYS_T01,BEL_0120_TOYS_T06,12.60399986
5,BEL_0120_TOYS_T01,BEL_0120_TOYS_T07,14.04626309
6,BEL_0120_TOYS_T01,BEL_0120_TOYS_T08,11.8519841
7,BEL_0120_TOYS_T01,BEL_0120_TOYS_T09,12.75850395
8,BEL_0120_TOYS_T01,BEL_0120_TOYS_T10,14.24928977
9,BEL_0120_TOYS_T01,BEL_0120_TOYS_T11,11.61189094
10,BEL_0120_TOYS_T01,BEL_0120_TOYS_T12,11.71101039
11,BEL_0120_TOYS_T02,BEL_0120_TOYS_T03,11.13383876
12,BEL_0120_TOYS_T02,BEL_0120_TOYS_T04,9.028685439
13,BEL_0120_TOYS_T02,BEL_0120_TOYS_T05,11.21323947
14,BEL_0120_TOYS_T02,BEL_0120_TOYS_T06,9.80450298
15,BEL_0120_TOYS_T02,BEL_0120_TOYS_T07,14.37829026
16,BEL_0120_TOYS_T02,BEL_0120_TOYS_T08,12.34683217
17,BEL_0120_TOYS_T02,BEL_0120_TOYS_T09,12.5195632
18,BEL_0120_TOYS_T02,BEL_0120_TOYS_T10,12.51625329
19,BEL_0120_TOYS_T02,BEL_0120_TOYS_T11,11.75309903
20,BEL_0120_TOYS_T02,BEL_0120_TOYS_T12,10.27949787
21,BEL_0120_TOYS_T03,BEL_0120_TOYS_T04,11.49511293
22,BEL_0120_TOYS_T03,BEL_0120_TOYS_T05,11.58965575
23,BEL_0120_TOYS_T03,BEL_0120_TOYS_T06,11.84052331
24,BEL_0120_TOYS_T03,BEL_0120_TOYS_T07,15.24318171
25,BEL_0120_TOYS_T03,BEL_0120_TOYS_T08,11.68364268
26,BEL_0120_TOYS_T03,BEL_0120_TOYS_T09,12.42719252
